sample_date,site_id,lab_owner,analysis,enterococci_cfu_per_100ml,enterococci_cfu_per_100ml_numeric,sample_number
2010-11-03,XCS27,MICRO,ENTERO,<1,0.3333333333333333,559088
2010-11-17,XCS27,MICRO,ENTERO,13,13,561538
2010-12-01,XCS27,MICRO,ENTERO,1,1,563885
2010-12-15,XCS27,MICRO,ENTERO,4,4,575495
2010-12-29,XCS27,MICRO,ENTERO,53,53,576767
2011-01-12,XCS27,MICRO,ENTERO,32,32,578550
2011-01-26,XCS27,MICRO,ENTERO,4,4,580835
2011-02-09,XCS27,MICRO,ENTERO,1,1,583523
2011-02-23,XCS27,MICRO,ENTERO,2,2,590578
2011-03-09,XCS27,MICRO,ENTERO,<1,0.3333333333333333,592942
2011-03-23,XCS27,MICRO,ENTERO,5,5,595209
2011-04-06,XCS27,MICRO,ENTERO,1,1,597675
2011-04-20,XCS27,MICRO,ENTERO,13,13,601686
2011-05-04,XCS27,MICRO,ENTERO,400,400,603021
2011-05-19,XCS27,MICRO,ENTERO,4,4,605510
2011-06-01,XCS27,MICRO,ENTERO,150,150,607869
2011-06-15,XCS27,MICRO,ENTERO,500,500,610276
2011-06-29,XCS27,MICRO,ENTERO,85,85,612765
2011-07-13,XCS27,MICRO,ENTERO,9,9,615484
2011-07-27,XCS27,MICRO,ENTERO,1450,1450,618398
2011-08-10,XCS27,MICRO,ENTERO,<1,0.3333333333333333,620942
2011-08-24,XCS27,MICRO,ENTERO,9,9,623562
2011-09-07,XCS27,MICRO,ENTERO,2,2,626396
2011-09-21,XCS27,MICRO,ENTERO,<1,0.3333333333333333,629120
2011-10-05,XCS27,MICRO,ENTERO,1,1,632220
2011-10-19,XCS27,MICRO,ENTERO,1300,1300,635452
2011-11-02,XCS27,MICRO,ENTERO,<1,0.3333333333333333,638168
2011-11-16,XCS27,MICRO,ENTERO,6,6,641323
2011-11-30,XCS27,MICRO,ENTERO,<1,0.3333333333333333,644277
2011-12-14,XCS27,MICRO,ENTERO,22,22,647149
2011-12-28,XCS27,MICRO,ENTERO,<1,0.3333333333333333,648545
2012-01-11,XCS27,MICRO,ENTERO,3,3,650699
2012-01-25,XCS27,MICRO,ENTERO,1,1,653516
2012-02-08,XCS27,MICRO,ENTERO,<1,0.3333333333333333,656119
2012-02-22,XCS27,MICRO,ENTERO,<1,0.3333333333333333,659350
2012-03-07,XCS27,MICRO,ENTERO,9,9,662614
2012-03-22,XCS27,MICRO,ENTERO,<1,0.3333333333333333,665549
2012-04-04,XCS27,MICRO,ENTERO,47,47,667938
2012-04-18,XCS27,MICRO,ENTERO,10,10,670109
2012-05-16,XCS27,MICRO,ENTERO,11,11,674825
2012-05-30,XCS27,MICRO,ENTERO,20,20,677697
2012-06-13,XCS27,MICRO,ENTERO,58,58,680235
2012-06-27,XCS27,MICRO,ENTERO,>5000,15000,682858
2012-07-11,XCS27,MICRO,ENTERO,100,100,685381
2012-07-25,XCS27,MICRO,ENTERO,16,16,688062
2012-08-08,XCS27,MICRO,ENTERO,3200,3200,690541
2012-08-22,XCS27,MICRO,ENTERO,200,200,692907
2012-09-05,XCS27,MICRO,ENTERO,22,22,695592
2012-09-19,XCS27,MICRO,ENTERO,12,12,698199
2012-10-03,XCS27,MICRO,ENTERO,9,9,700525
2012-10-17,XCS27,MICRO,ENTERO,150,150,703101
2012-10-31,XCS27,MICRO,ENTERO,8,8,705798
2012-11-14,XCS27,MICRO,ENTERO,5,5,708578
2012-11-28,XCS27,MICRO,ENTERO,31,31,711225
2012-12-12,XCS27,MICRO,ENTERO,2,2,713864
2012-12-27,XCS27,MICRO,ENTERO,5,5,715139
2013-01-23,XCS27,MICRO,ENTERO,<1,0.3333333333333333,719202
2013-02-06,XCS27,MICRO,ENTERO,5,5,721768
2013-02-20,XCS27,MICRO,ENTERO,1,1,724405
2013-03-06,XCS27,MICRO,ENTERO,22,22,726928
2013-03-20,XCS27,MICRO,ENTERO,8,8,729314
2013-04-03,XCS27,MICRO,ENTERO,29,29,731101
2013-04-17,XCS27,MICRO,ENTERO,650,650,733633
2013-05-02,XCS27,MICRO,ENTERO,19,19,735828
2013-05-15,XCS27,MICRO,ENTERO,19,19,738143
2013-05-29,XCS27,MICRO,ENTERO,650,650,740652
2013-06-12,XCS27,MICRO,ENTERO,250,250,743107
2013-06-26,XCS27,MICRO,ENTERO,100,100,745587
2013-07-10,XCS27,MICRO,ENTERO,33,33,748014
2013-07-24,XCS27,MICRO,ENTERO,500,500,750501
2013-08-07,XCS27,MICRO,ENTERO,33,33,752851
2013-08-21,XCS27,MICRO,ENTERO,200,200,755179
2013-09-04,XCS27,MICRO,ENTERO,150,150,757661
2013-09-18,XCS27,MICRO,ENTERO,11,11,760098
2013-10-02,XCS27,MICRO,ENTERO,3,3,762349
2013-10-16,XCS27,MICRO,ENTERO,<1,0.3333333333333333,764898
2013-10-30,XCS27,MICRO,ENTERO,4950,4950,767321
2013-11-13,XCS27,MICRO,ENTERO,3,3,770060
2013-11-27,XCS27,MICRO,ENTERO,12,12,772733
2013-12-11,XCS27,MICRO,ENTERO,33,33,775439
2013-12-19,XCS27,MICRO,ENTERO,4,4,776606
2014-01-08,XCS27,MICRO,ENTERO,800,800,778770
2014-01-22,XCS27,MICRO,ENTERO,5,5,781373
2014-02-05,XCS27,MICRO,ENTERO,2,2,783977
2014-02-19,XCS27,MICRO,ENTERO,34,34,786883
2014-03-05,XCS27,MICRO,ENTERO,31,31,791658
2014-03-19,XCS27,MICRO,ENTERO,8,8,794340
2014-04-02,XCS27,MICRO,ENTERO,2000,2000,796870
2014-04-16,XCS27,MICRO,ENTERO,56,56,799647
2014-04-30,XCS27,MICRO,ENTERO,100,100,801420
2014-05-14,XCS27,MICRO,ENTERO,78,78,803506
2014-05-28,XCS27,MICRO,ENTERO,>5000,15000,806068
2014-06-11,XCS27,MICRO,ENTERO,56,56,808834
2014-06-25,XCS27,MICRO,ENTERO,8,8,812052
2014-07-09,XCS27,MICRO,ENTERO,26,26,814589
2014-07-23,XCS27,MICRO,ENTERO,7,7,817017
2014-08-06,XCS27,MICRO,ENTERO,600,600,819492
2014-08-20,XCS27,MICRO,ENTERO,1250,1250,822038
2014-09-03,XCS27,MICRO,ENTERO,57,57,824384
2014-09-17,XCS27,MICRO,ENTERO,<1,0.3333333333333333,826786
2014-10-01,XCS27,MICRO,ENTERO,1,1,828735
2014-10-15,XCS27,MICRO,ENTERO,6,6,831364
2014-10-29,XCS27,MICRO,ENTERO,<1,0.3333333333333333,834040
2014-11-12,XCS27,MICRO,ENTERO,150,150,836594
2014-11-26,XCS27,MICRO,ENTERO,200,200,839125
2014-12-10,XCS27,MICRO,ENTERO,37,37,841669
2014-12-19,XCS27,MICRO,ENTERO,<1,0.3333333333333333,842889
2015-01-07,XCS27,MICRO,ENTERO,9,9,844971
2015-01-21,XCS27,MICRO,ENTERO,1,1,847849
2015-02-04,XCS27,MICRO,ENTERO,2,2,850395
2015-02-18,XCS27,MICRO,ENTERO,51,51,853158
2015-03-04,XCS27,MICRO,ENTERO,150,150,855866
2015-03-18,XCS27,MICRO,ENTERO,3,3,858825
2015-03-31,XCS27,MICRO,ENTERO,2,2,861402
2015-04-15,XCS27,MICRO,ENTERO,<1,0.3333333333333333,863881
2015-04-29,XCS27,MICRO,ENTERO,150,150,866254
2015-05-13,XCS27,MICRO,ENTERO,21,21,868692
2015-05-27,XCS27,MICRO,ENTERO,6,6,873326
2015-06-10,XCS27,MICRO,ENTERO,1,1,875756
2015-06-24,XCS27,MICRO,ENTERO,13,13,878103
2015-07-08,XCS27,MICRO,ENTERO,15,15,880393
2015-07-22,XCS27,MICRO,ENTERO,2,2,882698
2015-08-05,XCS27,MICRO,ENTERO,850,850,885089
2015-08-19,XCS27,MICRO,ENTERO,94,94,887439
2015-09-02,XCS27,MICRO,ENTERO,7,7,889691
2015-09-16,XCS27,MICRO,ENTERO,9,9,892113
2015-09-30,XCS27,MICRO,ENTERO,16,16,894391
2015-10-14,XCS27,MICRO,ENTERO,8,8,896899
2015-10-28,XCS27,MICRO,ENTERO,250,250,899502
2015-11-11,XCS27,MICRO,ENTERO,10,10,902544
2015-11-25,XCS27,MICRO,ENTERO,10,10,905222
2015-12-09,XCS27,MICRO,ENTERO,13,13,907904
2015-12-22,XCS27,MICRO,ENTERO,9,9,910090
2016-01-20,XCS27,MICRO,ENTERO,23,23,915358
2016-02-03,XCS27,MICRO,ENTERO,2,2,918134
2016-02-17,XCS27,MICRO,ENTERO,3,3,920772
2016-03-02,XCS27,MICRO,ENTERO,6,6,923510
2016-03-16,XCS27,MICRO,ENTERO,1,1,926241
2016-03-30,XCS27,MICRO,ENTERO,31,31,928507
2016-04-13,XCS27,MICRO,ENTERO,<1,0.3333333333333333,931096
2016-04-26,XCS27,MICRO,ENTERO,17,17,933324
2016-05-11,XCS27,MICRO,ENTERO,14,14,935954
2016-05-25,XCS27,MICRO,ENTERO,29,29,938622
2016-06-08,XCS27,MICRO,ENTERO,14,14,941069
2016-06-22,XCS27,MICRO,ENTERO,18,18,943533
2016-07-06,XCS27,MICRO,ENTERO,36,36,946072
2016-07-20,XCS27,MICRO,ENTERO,27,27,948721
2016-08-04,XCS27,MICRO,ENTERO,62,62,951268
2016-08-17,XCS27,MICRO,ENTERO,4,4,953587
2016-08-31,XCS27,MICRO,ENTERO,13,13,955981
2016-09-14,XCS27,MICRO,ENTERO,3,3,958467
2016-09-28,XCS27,MICRO,ENTERO,42,42,960903
2016-10-12,XCS27,MICRO,ENTERO,47,47,963435
2016-10-26,XCS27,MICRO,ENTERO,1,1,966083
2016-11-09,XCS27,MICRO,ENTERO,2,2,968775
2016-11-23,XCS27,MICRO,ENTERO,8,8,971332
2016-12-07,XCS27,MICRO,ENTERO,1,1,974058
2016-12-21,XCS27,MICRO,ENTERO,<1,0.3333333333333333,976629
2017-01-05,XCS27,MICRO,ENTERO,3,3,978409
2017-01-18,XCS27,MICRO,ENTERO,14,14,980762
2017-02-01,XCS27,MICRO,ENTERO,11,11,983380
2017-02-15,XCS27,MICRO,ENTERO,1,1,986099
2017-03-01,XCS27,MICRO,ENTERO,3,3,988781
2017-03-15,XCS27,MICRO,ENTERO,<1,0.3333333333333333,991485
2017-03-29,XCS27,MICRO,ENTERO,9,9,993891
2017-04-11,XCS27,MICRO,ENTERO,9,9,996089
2017-04-26,XCS27,MICRO,ENTERO,6,6,998660
2017-05-10,XCS27,MICRO,ENTERO,4,4,1000934
2017-05-24,XCS27,MICRO,ENTERO,7,7,1003490
2017-06-08,XCS27,MICRO,ENTERO,10000,10000,1006070
2017-06-21,XCS27,MICRO,ENTERO,48,48,1008467
2017-07-05,XCS27,MICRO,ENTERO,2,2,1011027
2017-07-19,XCS27,MICRO,ENTERO,12,12,1013492
2017-08-02,XCS27,MICRO,ENTERO,15,15,1015914
2017-08-16,XCS27,MICRO,ENTERO,850,850,1018442
2017-08-30,XCS27,MICRO,ENTERO,1150,1150,1021037
2017-09-13,XCS27,MICRO,ENTERO,4,4,1023883
2017-09-27,XCS27,MICRO,ENTERO,42,42,1026593
2017-10-11,XCS27,MICRO,ENTERO,17,17,1029094
2017-10-25,XCS27,MICRO,ENTERO,34,34,1031545
2017-11-08,XCS27,MICRO,ENTERO,500,500,1034264
2017-11-22,XCS27,MICRO,ENTERO,38,38,1036976
2017-12-06,XCS27,MICRO,ENTERO,2,2,1039671
2017-12-20,XCS27,MICRO,ENTERO,32,32,1042114
2018-01-03,XCS27,MICRO,ENTERO,400,400,1043771
2018-01-17,XCS27,MICRO,ENTERO,34,34,1046291
2018-01-31,XCS27,MICRO,ENTERO,22,22,1049663
2018-02-14,XCS27,MICRO,ENTERO,42,42,1052437
2018-02-28,XCS27,MICRO,ENTERO,2,2,1054935
2018-03-14,XCS27,MICRO,ENTERO,46,46,1057588
2018-03-27,XCS27,MICRO,ENTERO,1,1,1059933
2018-04-11,XCS27,MICRO,ENTERO,24,24,1062774
2018-04-25,XCS27,MICRO,ENTERO,48,48,1065486
2018-05-09,XCS27,MICRO,ENTERO,300,300,1067730
2018-05-23,XCS27,MICRO,ENTERO,100,100,1071356
2018-06-06,XCS27,MICRO,ENTERO,2850,2850,1072904
2018-06-20,XCS27,MICRO,ENTERO,200,200,1075467
2018-07-04,XCS27,MICRO,ENTERO,200,200,1078272
2018-07-18,XCS27,MICRO,ENTERO,34,34,1080950
2018-08-01,XCS27,MICRO,ENTERO,3,3,1083735
2018-08-15,XCS27,MICRO,ENTERO,700,700,1086115
2018-08-29,XCS27,MICRO,ENTERO,63,63,1088684
2018-09-12,XCS27,MICRO,ENTERO,41,41,1091496
2018-09-26,XCS27,MICRO,ENTERO,850,850,1094060
2018-10-10,XCS27,MICRO,ENTERO,73,73,1096673
2018-10-24,XCS27,MICRO,ENTERO,<1,0.3333333333333333,1099079
2018-11-07,XCS27,MICRO,ENTERO,2500,2500,1101835
2018-11-21,XCS27,MICRO,ENTERO,400,400,1104545
2018-12-05,XCS27,MICRO,ENTERO,<1,0.3333333333333333,1106896
2018-12-19,XCS27,MICRO,ENTERO,56,56,1109576
2019-01-03,XCS27,MICRO,ENTERO,2,2,1111342
2019-01-16,XCS27,MICRO,ENTERO,22,22,1113623
2019-01-30,XCS27,MICRO,ENTERO,36,36,1116363
2019-02-13,XCS27,MICRO,ENTERO,2,2,1119261
2019-03-13,XCS27,MICRO,ENTERO,700,700,1124322
2019-03-27,XCS27,MICRO,ENTERO,2250,2250,1126613
2019-04-10,XCS27,MICRO,ENTERO,200,200,1129612
2019-04-24,XCS27,MICRO,ENTERO,1750,1750,1131936
2019-05-09,XCS27,MICRO,ENTERO,11,11,1134231
2019-05-22,XCS27,MICRO,ENTERO,800,800,1136566
2019-06-05,XCS27,MICRO,ENTERO,2350,2350,1139137
2019-06-19,XCS27,MICRO,ENTERO,49,49,1141558
2019-07-03,XCS27,MICRO,ENTERO,350,350,1144336
2019-07-17,XCS27,MICRO,ENTERO,>100,300,1146990
2019-07-31,XCS27,MICRO,ENTERO,400,400,1149540
2019-08-14,XCS27,MICRO,ENTERO,200,200,1151862
2019-08-28,XCS27,MICRO,ENTERO,300,300,1154380
2019-09-11,XCS27,MICRO,ENTERO,8,8,1156950
2019-09-25,XCS27,MICRO,ENTERO,2,2,1159238
2019-10-09,XCS27,MICRO,ENTERO,56,56,1162023
2019-10-23,XCS27,MICRO,ENTERO,<1,0.3333333333333333,1164950
2019-11-06,XCS27,MICRO,ENTERO,750,750,1167419
2019-11-20,XCS27,MICRO,ENTERO,16,16,1170122
2019-12-05,XCS27,MICRO,ENTERO,62,62,1173078
2019-12-18,XCS27,MICRO,ENTERO,9,9,1175125
2020-01-02,XCS27,MICRO,ENTERO,2000,2000,1177191
2020-01-15,XCS27,MICRO,ENTERO,600,600,1179635
2020-01-29,XCS27,MICRO,ENTERO,3350,3350,1182519
2020-02-12,XCS27,MICRO,ENTERO,2,2,1185155
2020-02-26,XCS27,MICRO,ENTERO,38,38,1187907
2020-03-11,XCS27,MICRO,ENTERO,67,67,1190586
2020-03-25,XCS27,MICRO,ENTERO,13,13,1193049
2020-06-03,XCS27,MICRO,ENTERO,100,100,1202581
2020-06-17,XCS27,MICRO,ENTERO,9,9,1204789
2020-07-01,XCS27,MICRO,ENTERO,50,50,1206840
2020-07-15,XCS27,MICRO,ENTERO,32,32,1209068
2020-07-29,XCS27,MICRO,ENTERO,7,7,1211235
2020-08-17,XCS27,MICRO,ENTERO,1100,1100,1213853
2020-08-26,XCS27,MICRO,ENTERO,22,22,1215637
2020-09-09,XCS27,MICRO,ENTERO,4,4,1218086
2020-09-23,XCS27,MICRO,ENTERO,1,1,1220560
2020-10-07,XCS27,MICRO,ENTERO,<1,0.3333333333333333,1222688
2020-10-21,XCS27,MICRO,ENTERO,32,32,1225369
2020-11-04,XCS27,MICRO,ENTERO,3,3,1227868
2020-11-18,XCS27,MICRO,ENTERO,8,8,1230600
2020-12-02,XCS27,MICRO,ENTERO,13,13,1233104
2020-12-15,XCS27,MICRO,ENTERO,<1,0.3333333333333333,1235774
2020-12-30,XCS27,MICRO,ENTERO,18,18,1238148
2021-01-13,XCS27,MICRO,ENTERO,27,27,1240196
2021-01-27,XCS27,MICRO,ENTERO,11,11,1243015
2021-02-10,XCS27,MICRO,ENTERO,22,22,1245413
2021-02-24,XCS27,MICRO,ENTERO,11,11,1248063
2021-03-10,XCS27,MICRO,ENTERO,43,43,1250286
2021-03-24,XCS27,MICRO,ENTERO,6,6,1253053
2021-04-07,XCS27,MICRO,ENTERO,5,5,1255458
2021-04-21,XCS27,MICRO,ENTERO,8,8,1258157
2021-05-05,XCS27,MICRO,ENTERO,100,100,1260412
2021-05-19,XCS27,MICRO,ENTERO,9,9,1263076
2021-06-02,XCS27,MICRO,ENTERO,1,1,1265704
2021-06-17,XCS27,MICRO,ENTERO,3,3,1268723
2021-06-30,XCS27,MICRO,ENTERO,900,900,1271057
2021-07-14,XCS27,MICRO,ENTERO,800,800,1273565
2021-07-28,XCS27,MICRO,ENTERO,4,4,1276294
2021-08-11,XCS27,MICRO,ENTERO,<1,0.3333333333333333,1278810
2021-08-25,XCS27,MICRO,ENTERO,4,4,1281475
2021-09-08,XCS27,MICRO,ENTERO,4,4,1284131
2021-09-22,XCS27,MICRO,ENTERO,57,57,1286661
2021-10-06,XCS27,MICRO,ENTERO,20,20,1289171
2021-10-20,XCS27,MICRO,ENTERO,<10,3.3333333333333335,1291737
2021-11-03,XCS27,MICRO,ENTERO,7,7,1294159
2021-11-17,XCS27,MICRO,ENTERO,<10,3.3333333333333335,1297187
2021-12-01,XCS27,MICRO,ENTERO,<10,3.3333333333333335,1299866
2021-12-15,XCS27,MICRO,ENTERO,<10,3.3333333333333335,1302802
2021-12-29,XCS27,MICRO,ENTERO,30,30,1305794
2022-01-12,XCS27,MICRO,ENTERO,<10,3.3333333333333335,1308683
2022-01-26,XCS27,MICRO,ENTERO,30,30,1311567
2022-02-09,XCS27,MICRO,ENTERO,10,10,1314650
2022-12-14,XCS27,MICRO,ENTERO,4,4,1378493
2023-01-11,XCS27,MICRO,ENTERO,231,231,1382202
2024-08-21,XCS27,MICRO,ENTERO,52,52,1502011
2024-09-04,XCS27,MICRO,ENTERO,10,10,1504975
2024-09-18,XCS27,MICRO,ENTERO,63,63,1507594
2024-10-02,XCS27,MICRO,ENTERO,355,355,1510399
2024-10-04,XCS27,MICRO,ENTERO_E,<10,3.3333333333333335,1511113
2024-10-07,XCS27,MICRO,ENTERO_E,<10,3.3333333333333335,1511422
2024-10-05,XCS27,MICRO,ENTERO_E,<10,3.3333333333333335,1511499
2024-10-16,XCS27,MICRO,ENTERO_E,<10,3.3333333333333335,1512965
2024-10-30,XCS27,MICRO,ENTERO_E,3255,3255,1515947
2024-11-13,XCS27,MICRO,ENTERO_E,<10,3.3333333333333335,1518685
2007-07-18,XCS28,MICRO,ENTERO,87,87,120467
2007-08-01,XCS28,MICRO,ENTERO,1450,1450,181823
2007-08-15,XCS28,MICRO,ENTERO,84,84,181885
2007-08-29,XCS28,MICRO,ENTERO,37,37,181952
2005-09-28,XCS28,MICRO,ENTERO,4,4,218673
2005-10-12,XCS28,MICRO,ENTERO,750,750,218674
2005-10-26,XCS28,MICRO,ENTERO,1,1,218675
2005-11-09,XCS28,MICRO,ENTERO,31,31,218676
2005-11-23,XCS28,MICRO,ENTERO,<1,0.3333333333333333,218677
2005-12-07,XCS28,MICRO,ENTERO,<1,0.3333333333333333,218678
2005-12-21,XCS28,MICRO,ENTERO,1,1,218679
2006-01-04,XCS28,MICRO,ENTERO,4,4,218680
2006-01-18,XCS28,MICRO,ENTERO,<1,0.3333333333333333,218681
2006-02-01,XCS28,MICRO,ENTERO,6,6,218682
2006-02-15,XCS28,MICRO,ENTERO,1,1,218683
2006-03-15,XCS28,MICRO,ENTERO,2,2,218684
2006-03-29,XCS28,MICRO,ENTERO,1,1,218685
2006-04-26,XCS28,MICRO,ENTERO,29,29,218686
2006-05-10,XCS28,MICRO,ENTERO,3,3,218687
2006-05-24,XCS28,MICRO,ENTERO,18,18,218688
2006-06-07,XCS28,MICRO,ENTERO,32,32,218689
2006-06-21,XCS28,MICRO,ENTERO,7,7,218690
2006-07-05,XCS28,MICRO,ENTERO,17,17,218691
2006-07-19,XCS28,MICRO,ENTERO,5,5,218692
2006-08-02,XCS28,MICRO,ENTERO,250,250,218693
2006-08-16,XCS28,MICRO,ENTERO,50,50,218694
2006-08-30,XCS28,MICRO,ENTERO,28,28,218695
2006-09-13,XCS28,MICRO,ENTERO,5,5,218696
2006-09-27,XCS28,MICRO,ENTERO,4,4,218697
2006-10-11,XCS28,MICRO,ENTERO,50,50,218698
2006-10-25,XCS28,MICRO,ENTERO,7,7,218699
2006-11-08,XCS28,MICRO,ENTERO,54,54,218700
2006-11-22,XCS28,MICRO,ENTERO,100,100,218701
2006-12-06,XCS28,MICRO,ENTERO,19,19,218702
2006-12-20,XCS28,MICRO,ENTERO,3,3,218703
2007-01-03,XCS28,MICRO,ENTERO,12,12,218704
2007-01-17,XCS28,MICRO,ENTERO,3,3,218705
2007-01-31,XCS28,MICRO,ENTERO,22,22,218706
2007-02-14,XCS28,MICRO,ENTERO,18,18,218707
2007-02-28,XCS28,MICRO,ENTERO,5,5,218708
2007-03-14,XCS28,MICRO,ENTERO,19,19,218709
2007-03-28,XCS28,MICRO,ENTERO,<1,0.3333333333333333,218710
2007-04-11,XCS28,MICRO,ENTERO,150,150,218711
2007-04-25,XCS28,MICRO,ENTERO,2,2,218712
2007-05-09,XCS28,MICRO,ENTERO,100,100,218713
2007-05-23,XCS28,MICRO,ENTERO,28,28,218714
2007-09-26,XCS28,MICRO,ENTERO,8,8,230661
2007-09-12,XCS28,MICRO,ENTERO,40,40,230710
2007-10-10,XCS28,MICRO,ENTERO,8,8,242004
2007-10-24,XCS28,MICRO,ENTERO,6,6,242079
2007-11-07,XCS28,MICRO,ENTERO,16,16,266076
2007-11-21,XCS28,MICRO,ENTERO,150,150,266114
2007-12-05,XCS28,MICRO,ENTERO,1,1,294340
2007-12-19,XCS28,MICRO,ENTERO,550,550,296336
2008-01-16,XCS28,MICRO,ENTERO,55,55,298642
2008-01-30,XCS28,MICRO,ENTERO,<1,0.3333333333333333,302439
2008-02-13,XCS28,MICRO,ENTERO,17,17,306321
2008-02-27,XCS28,MICRO,ENTERO,48,48,313485
2008-03-12,XCS28,MICRO,ENTERO,1200,1200,316886
2008-03-26,XCS28,MICRO,ENTERO,7,7,318786
2008-04-09,XCS28,MICRO,ENTERO,14,14,324383
2008-04-23,XCS28,MICRO,ENTERO,43,43,326839
2008-05-07,XCS28,MICRO,ENTERO,>200,600,328569
2008-05-21,XCS28,MICRO,ENTERO,1500,1500,330874
2008-06-18,XCS28,MICRO,ENTERO,22,22,335461
2008-07-02,XCS28,MICRO,ENTERO,28,28,338989
2008-07-16,XCS28,MICRO,ENTERO,600,600,341436
2008-07-30,XCS28,MICRO,ENTERO,5,5,342851
2008-08-13,XCS28,MICRO,ENTERO,5,5,346095
2008-08-27,XCS28,MICRO,ENTERO,17,17,373067
2008-09-10,XCS28,MICRO,ENTERO,2400,2400,375542
2008-09-25,XCS28,MICRO,ENTERO,27,27,379095
2008-10-08,XCS28,MICRO,ENTERO,29,29,391800
2008-10-22,XCS28,MICRO,ENTERO,40,40,397119
2008-11-05,XCS28,MICRO,ENTERO,2,2,409055
2008-11-19,XCS28,MICRO,ENTERO,20,20,413055
2008-12-03,XCS28,MICRO,ENTERO,13,13,415659
2008-12-22,XCS28,MICRO,ENTERO,3,3,420380
2008-12-29,XCS28,MICRO,ENTERO,32,32,420727
2009-01-14,XCS28,MICRO,ENTERO,2,2,422568
2009-01-28,XCS28,MICRO,ENTERO,20,20,425206
2009-02-11,XCS28,MICRO,ENTERO,11,11,427754
2009-02-25,XCS28,MICRO,ENTERO,47,47,430418
2009-03-11,XCS28,MICRO,ENTERO,51,51,433010
2009-03-25,XCS28,MICRO,ENTERO,<1,0.3333333333333333,435585
2009-04-08,XCS28,MICRO,ENTERO,15,15,438063
2009-04-23,XCS28,MICRO,ENTERO,>150,450,440986
2009-05-06,XCS28,MICRO,ENTERO,3,3,442750
2009-05-20,XCS28,MICRO,ENTERO,2050,2050,445281
2009-06-03,XCS28,MICRO,ENTERO,250,250,447801
2009-06-17,XCS28,MICRO,ENTERO,250,250,449897
2009-07-01,XCS28,MICRO,ENTERO,4,4,452313
2009-07-15,XCS28,MICRO,ENTERO,1300,1300,454910
2009-08-12,XCS28,MICRO,ENTERO,>150,450,459193
2009-08-26,XCS28,MICRO,ENTERO,8,8,461650
2009-09-09,XCS28,MICRO,ENTERO,49,49,464001
2009-10-07,XCS28,MICRO,ENTERO,59,59,468499
2009-10-21,XCS28,MICRO,ENTERO,51,51,489393
2009-11-04,XCS28,MICRO,ENTERO,27,27,491767
2009-11-18,XCS28,MICRO,ENTERO,2,2,494271
2009-12-02,XCS28,MICRO,ENTERO,16,16,496725
2009-12-15,XCS28,MICRO,ENTERO,<1,0.3333333333333333,498657
2009-12-29,XCS28,MICRO,ENTERO,10,10,499968
2010-01-13,XCS28,MICRO,ENTERO,13,13,501687
2010-01-27,XCS28,MICRO,ENTERO,3,3,504104
2010-02-10,XCS28,MICRO,ENTERO,20,20,506744
2010-02-24,XCS28,MICRO,ENTERO,54,54,509344
2010-03-10,XCS28,MICRO,ENTERO,3,3,511744
2010-03-24,XCS28,MICRO,ENTERO,3,3,513683
2010-04-07,XCS28,MICRO,ENTERO,1,1,515245
2010-04-21,XCS28,MICRO,ENTERO,41,41,517408
2010-05-05,XCS28,MICRO,ENTERO,1900,1900,519138
2010-05-19,XCS28,MICRO,ENTERO,11,11,521102
2010-06-02,XCS28,MICRO,ENTERO,1,1,523190
2010-06-30,XCS28,MICRO,ENTERO,>150,450,527003
2010-07-14,XCS28,MICRO,ENTERO,2,2,529045
2010-07-28,XCS28,MICRO,ENTERO,2,2,530922
2010-08-11,XCS28,MICRO,ENTERO,<1,0.3333333333333333,532744
2010-08-25,XCS28,MICRO,ENTERO,2,2,534669
2010-09-08,XCS28,MICRO,ENTERO,4,4,550266
2010-09-22,XCS28,MICRO,ENTERO,95,95,552301
2010-10-06,XCS28,MICRO,ENTERO,100,100,554394
2010-10-20,XCS28,MICRO,ENTERO,1,1,556862
2010-11-03,XCS28,MICRO,ENTERO,<1,0.3333333333333333,559092
2010-11-17,XCS28,MICRO,ENTERO,5,5,561537
2010-12-01,XCS28,MICRO,ENTERO,1,1,563886
2010-12-15,XCS28,MICRO,ENTERO,6,6,575496
2010-12-29,XCS28,MICRO,ENTERO,19,19,576771
2011-01-12,XCS28,MICRO,ENTERO,29,29,578547
2011-01-26,XCS28,MICRO,ENTERO,15,15,580840
2011-02-09,XCS28,MICRO,ENTERO,3,3,583522
2011-02-23,XCS28,MICRO,ENTERO,2,2,590576
2011-03-09,XCS28,MICRO,ENTERO,1,1,592950
2011-03-23,XCS28,MICRO,ENTERO,2,2,595210
2011-04-06,XCS28,MICRO,ENTERO,<1,0.3333333333333333,597673
2011-04-20,XCS28,MICRO,ENTERO,16,16,601688
2011-05-04,XCS28,MICRO,ENTERO,52,52,603015
2011-05-19,XCS28,MICRO,ENTERO,250,250,605514
2011-06-01,XCS28,MICRO,ENTERO,59,59,607871
2011-06-15,XCS28,MICRO,ENTERO,250,250,610272
2011-06-29,XCS28,MICRO,ENTERO,65,65,612763
2011-07-13,XCS28,MICRO,ENTERO,17,17,615481
2011-07-27,XCS28,MICRO,ENTERO,66,66,618401
2011-08-10,XCS28,MICRO,ENTERO,6,6,620940
2011-08-24,XCS28,MICRO,ENTERO,34,34,623567
2011-09-07,XCS28,MICRO,ENTERO,1,1,626395
