OBJECTID,SMPL_PNT,SMPL_DATE,PRMT_CODE,PRMT_VL,PRMT_ORGN_SIGN
216551,HB11,2024/05/07 00:00:00+00,Escherichia coli (CFU),9804,=
217734,DR01,2024/07/04 00:00:00+00,Escherichia coli (CFU),68670,=
217743,DR05,2024/07/04 00:00:00+00,Escherichia coli (CFU),8860,=
218666,DR01,2024/07/04 00:00:00+00,Ortho-Phosphate (MGL),0.1,<
218867,DR01,2024/07/04 00:00:00+00,Oxygen Saturation (PC),59,=
218931,DR01,2024/07/04 00:00:00+00,Conductivity (MSM),29,=
219022,DR01,2024/07/04 00:00:00+00,Temperature (CELSIUS),14.2,=
219177,DR01,2024/07/04 00:00:00+00,pH (PH_NONE),7.2,=
219195,DR01,2024/07/04 00:00:00+00,Dissolved Oxygen (MGL),6.1,=
219347,DR01,2024/07/04 00:00:00+00,ammonia (MGL),0.808,=
219381,DR01,2024/07/04 00:00:00+00,Nitrate + Nitrite as Nitrogen (MGL),0.308,=
219476,DR01,2024/07/04 00:00:00+00,Unionised Ammonia (MGL),0.004,=
220228,DR01,2024/07/04 00:00:00+00,Suspended Solids 105 C (MGL),7,=
221694,DR01,2024/08/01 00:00:00+00,Escherichia coli (CFU),173290,=
221703,DR05,2024/08/01 00:00:00+00,Escherichia coli (CFU),241960,=
222570,HB11,2024/08/06 00:00:00+00,Escherichia coli (CFU),4352,=
223177,DR01,2024/08/01 00:00:00+00,Ortho-Phosphate (MGL),0.1,<
223310,DR01,2024/08/01 00:00:00+00,Oxygen Saturation (PC),98,=
223329,DR01,2024/08/01 00:00:00+00,Conductivity (MSM),33,=
223349,DR01,2024/08/01 00:00:00+00,Temperature (CELSIUS),12.5,=
223357,DR01,2024/08/01 00:00:00+00,Dissolved Oxygen (MGL),10.5,=
223359,DR01,2024/08/01 00:00:00+00,Suspended Solids 105 C (MGL),14,=
223389,DR01,2024/08/01 00:00:00+00,pH (PH_NONE),7.2,=
223422,DR01,2024/08/01 00:00:00+00,ammonia (MGL),0.514,=
223441,DR01,2024/08/01 00:00:00+00,Nitrate + Nitrite as Nitrogen (MGL),0.656,=
223446,DR01,2024/08/01 00:00:00+00,Unionised Ammonia (MGL),0.002,=
226270,HB11,2024/09/03 00:00:00+00,Escherichia coli (CFU),100,<
226283,DR01,2024/09/04 00:00:00+00,Escherichia coli (CFU),173290,=
226287,DR05,2024/09/04 00:00:00+00,Escherichia coli (CFU),141360,=
227034,DR01,2024/09/04 00:00:00+00,Ortho-Phosphate (MGL),0.1,<
227277,DR01,2024/09/04 00:00:00+00,Oxygen Saturation (PC),90,=
227337,DR01,2024/09/04 00:00:00+00,Conductivity (MSM),41,=
227408,DR01,2024/09/04 00:00:00+00,Temperature (CELSIUS),15,=
227418,DR01,2024/09/04 00:00:00+00,Suspended Solids 105 C (MGL),17,=
227517,DR01,2024/09/04 00:00:00+00,Dissolved Oxygen (MGL),9.1,=
227655,DR01,2024/09/04 00:00:00+00,pH (PH_NONE),7.1,=
227907,DR01,2024/09/04 00:00:00+00,ammonia (MGL),0.663,=
227935,DR01,2024/09/04 00:00:00+00,Nitrate + Nitrite as Nitrogen (MGL),0.436,=
228053,DR01,2024/09/04 00:00:00+00,Unionised Ammonia (MGL),0.003,=
229716,DR01,2024/10/02 00:00:00+00,Ortho-Phosphate (MGL),0.1,<
229769,DR05,2024/10/02 00:00:00+00,Escherichia coli (CFU),155310,=
229770,DR01,2024/10/02 00:00:00+00,Escherichia coli (CFU),68670,=
230074,DR01,2024/10/02 00:00:00+00,Oxygen Saturation (PC),83,=
230210,DR01,2024/10/02 00:00:00+00,Conductivity (MSM),35,=
230406,DR01,2024/10/02 00:00:00+00,Temperature (CELSIUS),15.7,=
230612,DR01,2024/10/02 00:00:00+00,Dissolved Oxygen (MGL),8.3,=
230618,DR01,2024/10/02 00:00:00+00,Suspended Solids 105 C (MGL),8,=
230646,DR01,2024/10/02 00:00:00+00,pH (PH_NONE),7.2,=
231131,DR01,2024/10/02 00:00:00+00,ammonia (MGL),0.486,=
231148,DR01,2024/10/02 00:00:00+00,Nitrate + Nitrite as Nitrogen (MGL),0.195,=
231305,DR01,2024/10/02 00:00:00+00,Unionised Ammonia (MGL),0.002,=
231379,HB11,2024/10/01 00:00:00+00,Escherichia coli (CFU),520,=
232585,DR01,2017/04/04 09:33:00+00,Escherichia coli (CFU),1000000,>
232596,DR05,2017/04/04 09:51:00+00,Escherichia coli (CFU),100000,>
232772,DR01,2017/08/01 10:58:00+00,Suspended Solids 105 C (MGL),5,<
232897,DR01,2018/02/06 10:22:00+00,Suspended Solids 105 C (MGL),5,<
233380,DR01,2017/01/10 09:51:00+00,Nitrate + Nitrite as Nitrogen (MGL),0.05,<
233436,DR01,2017/02/07 09:20:00+00,Nitrate + Nitrite as Nitrogen (MGL),0.05,<
233482,DR01,2017/03/07 10:35:00+00,Nitrate + Nitrite as Nitrogen (MGL),0.05,<
233530,DR01,2017/04/04 09:32:00+00,Nitrate + Nitrite as Nitrogen (MGL),0.05,<
233601,DR01,2017/06/06 08:40:00+00,Nitrate + Nitrite as Nitrogen (MGL),0.05,<
233610,DR01,2017/07/04 10:13:00+00,Nitrate + Nitrite as Nitrogen (MGL),0.05,<
233707,DR01,2018/02/06 10:22:00+00,Nitrate + Nitrite as Nitrogen (MGL),0.05,<
233735,DR01,2018/03/06 10:20:00+00,Nitrate + Nitrite as Nitrogen (MGL),0.05,<
234404,DR01,2017/10/03 09:25:00+00,Escherichia coli (CFU),260000,=
234408,DR01,2017/07/04 10:13:00+00,Escherichia coli (CFU),250000,=
234427,DR01,2017/08/01 10:57:00+00,Escherichia coli (CFU),110000,=
234435,DR01,2017/12/05 09:41:00+00,Escherichia coli (CFU),89000,=
234457,DR01,2017/09/05 09:37:00+00,Escherichia coli (CFU),72000,=
234462,DR05,2018/02/06 10:34:00+00,Escherichia coli (CFU),69000,=
234490,DR01,2017/01/10 09:51:00+00,Escherichia coli (CFU),52000,=
234520,DR01,2017/02/07 09:20:00+00,Escherichia coli (CFU),41000,=
234534,DR05,2017/07/04 10:28:00+00,Escherichia coli (CFU),34000,=
234557,DR05,2017/02/07 09:30:00+00,Escherichia coli (CFU),27000,=
234563,DR01,2017/06/06 08:40:00+00,Escherichia coli (CFU),26000,=
234580,DR01,2018/08/28 09:47:00+00,Escherichia coli (CFU),20000,=
234621,DR05,2017/01/10 10:08:00+00,Escherichia coli (CFU),9200,=
234644,DR05,2017/08/01 11:33:00+00,Escherichia coli (CFU),7800,=
234659,DR05,2017/12/05 10:03:00+00,Escherichia coli (CFU),7100,=
234705,DR05,2017/06/06 08:51:00+00,Escherichia coli (CFU),5400,=
234757,DR01,2018/07/26 00:00:00+00,Escherichia coli (CFU),4400,=
235181,DR01,2018/02/06 10:22:00+00,Escherichia coli (CFU),1400,=
235282,DR05,2017/03/07 10:57:00+00,Escherichia coli (CFU),970,=
235388,DR05,2017/09/05 09:48:00+00,Escherichia coli (CFU),740,=
235522,DR01,2018/03/06 10:21:00+00,Escherichia coli (CFU),600,=
235777,DR01,2017/03/07 10:36:00+00,Escherichia coli (CFU),400,=
236063,DR05,2018/03/06 10:07:00+00,Escherichia coli (CFU),286,=
240216,DR01,2018/08/28 09:47:00+00,Oxygen Saturation (PC),85,=
240857,DR05,2018/08/28 10:02:00+00,Escherichia coli (CFU),78,=
241224,DR01,2017/07/04 10:13:00+00,Oxygen Saturation (PC),72,=
241596,DR01,2017/08/01 10:58:00+00,Conductivity (MSM),68,=
241900,DR01,2018/10/02 09:48:00+00,Oxygen Saturation (PC),64,=
242253,DR01,2018/02/06 10:22:00+00,Conductivity (MSM),60,=
242474,DR01,2017/04/04 09:32:00+00,Conductivity (MSM),59,=
242878,DR01,2017/03/07 10:35:00+00,Conductivity (MSM),54,=
242943,DR01,2017/01/10 09:51:00+00,Conductivity (MSM),53,=
243037,DR01,2017/06/06 08:40:00+00,Conductivity (MSM),52,=
243043,DR01,2017/09/05 09:37:00+00,Oxygen Saturation (PC),52,=
243110,DR01,2017/04/04 09:32:00+00,COD (MGL),51,=
243211,DR01,2017/02/07 09:20:00+00,Conductivity (MSM),50,=
243656,DR01,2018/03/06 10:20:00+00,Conductivity (MSM),47,=
243745,DR01,2017/10/03 09:25:00+00,Conductivity (MSM),46,=
244026,DR01,2017/01/10 09:51:00+00,COD (MGL),43,=
244123,DR01,2017/05/02 00:00:00+00,Conductivity (MSM),42,=
244136,DR01,2017/09/05 09:37:00+00,Conductivity (MSM),42,=
244694,DR01,2017/02/07 09:20:00+00,Oxygen Saturation (PC),38,=
244912,DR01,2017/06/06 08:40:00+00,COD (MGL),36,=
245115,DR01,2018/10/02 09:48:00+00,Conductivity (MSM),35,=
245242,DR01,2017/12/05 09:41:00+00,Oxygen Saturation (PC),34,=
245243,DR01,2017/12/05 09:41:00+00,Conductivity (MSM),34,=
245574,DR01,2017/08/01 10:58:00+00,COD (MGL),31,=
245579,DR01,2017/10/03 09:25:00+00,Oxygen Saturation (PC),31,=
246379,DR01,2017/07/04 10:13:00+00,COD (MGL),27,=
246552,DR01,2017/02/07 09:20:00+00,COD (MGL),26,=
246572,DR01,2017/08/01 10:58:00+00,Oxygen Saturation (PC),26,=
246792,DR01,2017/07/04 10:13:00+00,Conductivity (MSM),25,=
247368,DR01,2018/02/06 10:22:00+00,Oxygen Saturation (PC),23,=
247620,DR01,2017/01/10 09:51:00+00,Temperature (CELSIUS),22,=
247669,DR01,2018/03/06 10:20:00+00,Oxygen Saturation (PC),22,=
247681,DR01,2018/10/02 09:48:00+00,Suspended Solids 105 C (MGL),22,=
247706,DR01,2017/02/07 09:20:00+00,Temperature (CELSIUS),21.9,=
247914,DR01,2018/02/06 10:22:00+00,Temperature (CELSIUS),21.2,=
248093,DR01,2017/03/07 10:35:00+00,Temperature (CELSIUS),20.8,=
248127,DR01,2018/03/06 10:20:00+00,Temperature (CELSIUS),20.7,=
248363,DR01,2017/04/04 09:32:00+00,Temperature (CELSIUS),20,=
248990,DR01,2017/10/03 09:25:00+00,COD (MGL),19,=
248997,DR01,2017/12/05 09:41:00+00,Temperature (CELSIUS),19,=
249410,DR01,2018/08/28 09:47:00+00,Conductivity (MSM),18,=
249411,DR01,2018/08/28 09:47:00+00,Suspended Solids 105 C (MGL),18,=
249776,DR01,2017/09/05 09:37:00+00,COD (MGL),17,=
249975,DR01,2017/10/03 09:25:00+00,Temperature (CELSIUS),16.5,=
250162,DR01,2017/04/04 09:32:00+00,Suspended Solids 105 C (MGL),16,=
250737,DR01,2018/03/06 10:20:00+00,Suspended Solids 105 C (MGL),15,=
250887,DR01,2017/08/01 10:58:00+00,Temperature (CELSIUS),14.8,=
250901,DR01,2018/10/02 09:48:00+00,Temperature (CELSIUS),14.8,=
250978,DR01,2017/09/05 09:37:00+00,Temperature (CELSIUS),14.6,=
251294,DR01,2017/12/05 09:41:00+00,Suspended Solids 105 C (MGL),14,=
251405,DR01,2017/06/06 08:40:00+00,Temperature (CELSIUS),13.8,=
251799,DR01,2018/08/28 09:47:00+00,Temperature (CELSIUS),13,=
252121,DR01,2017/07/04 10:13:00+00,Temperature (CELSIUS),12.1,=
252167,DR01,2017/01/10 09:51:00+00,Suspended Solids 105 C (MGL),12,=
252468,DR01,2017/04/04 09:32:00+00,Inorganic Nitrogen (MGL),11.46,=
252472,DR01,2017/04/04 09:32:00+00,ammonia (MGL),11.41,=
252653,DR01,2017/03/07 10:35:00+00,Oxygen Saturation (PC),11,=
253268,DR01,2017/07/04 10:13:00+00,Suspended Solids 105 C (MGL),10,=
253438,DR05,2017/10/03 09:26:00+00,Escherichia coli (CFU),10,=
254077,DR01,2017/01/10 09:51:00+00,Oxygen Saturation (PC),9,=
254121,DR01,2017/06/06 08:40:00+00,Suspended Solids 105 C (MGL),9,=
254150,DR01,2017/09/05 09:37:00+00,Suspended Solids 105 C (MGL),9,=
254225,DR01,2018/08/28 09:47:00+00,Dissolved Oxygen (MGL),8.97,=
255271,DR01,2017/10/03 09:25:00+00,Suspended Solids 105 C (MGL),8,=
255857,DR01,2017/07/04 10:13:00+00,Dissolved Oxygen (MGL),7.74,=
257212,DR01,2017/01/10 09:51:00+00,pH (PH_NONE),7.3,=
257217,DR01,2017/02/07 09:20:00+00,pH (PH_NONE),7.3,=
257223,DR01,2017/04/04 09:32:00+00,pH (PH_NONE),7.3,=
257395,DR01,2017/03/07 10:35:00+00,pH (PH_NONE),7.2,=
257425,DR01,2017/10/03 09:25:00+00,pH (PH_NONE),7.2,=
257578,DR01,2017/06/06 08:40:00+00,pH (PH_NONE),7.1,=
257596,DR01,2017/09/05 09:37:00+00,pH (PH_NONE),7.1,=
257608,DR01,2018/02/06 10:22:00+00,pH (PH_NONE),7.1,=
257628,DR01,2018/10/02 09:48:00+00,pH (PH_NONE),7.1,=
257738,DR01,2017/04/04 09:32:00+00,Oxygen Saturation (PC),7,=
257792,DR01,2017/08/01 10:58:00+00,pH (PH_NONE),7,=
257827,DR01,2017/12/05 09:41:00+00,pH (PH_NONE),7,=
257837,DR01,2018/03/06 10:20:00+00,pH (PH_NONE),7,=
257978,DR01,2018/05/08 00:00:00+00,pH (PH_NONE),6.9,=
258068,DR01,2017/07/04 10:13:00+00,pH (PH_NONE),6.8,=
258085,DR01,2018/08/28 09:47:00+00,pH (PH_NONE),6.8,=
258332,DR01,2018/10/02 09:48:00+00,Dissolved Oxygen (MGL),6.47,=
258667,DR01,2017/02/07 09:20:00+00,Suspended Solids 105 C (MGL),6,=
259313,DR01,2017/09/05 09:37:00+00,Dissolved Oxygen (MGL),5.25,=
259493,DR01,2017/03/07 10:35:00+00,Suspended Solids 105 C (MGL),5,=
259525,DR01,2017/06/06 08:40:00+00,Oxygen Saturation (PC),5,=
259990,DR01,2017/06/06 08:40:00+00,Inorganic Nitrogen (MGL),4.535,=
260048,DR01,2017/06/06 08:40:00+00,ammonia (MGL),4.485,=
260245,DR01,2017/01/10 09:51:00+00,Inorganic Nitrogen (MGL),4.27,=
260250,DR01,2017/05/02 00:00:00+00,Inorganic Nitrogen (MGL),4.261,=
260269,DR01,2017/01/10 09:51:00+00,ammonia (MGL),4.22,=
261141,DR01,2018/12/06 00:00:00+00,Inorganic Nitrogen (MGL),3.412,=
261360,DR01,2017/02/07 09:20:00+00,Dissolved Oxygen (MGL),3.26,=
261385,DR01,2017/12/05 09:41:00+00,Dissolved Oxygen (MGL),3.21,=
261607,DR01,2017/10/03 09:25:00+00,Dissolved Oxygen (MGL),3.01,=
262238,DR01,2017/11/02 00:00:00+00,Dissolved Oxygen (MGL),2.7,=
262265,DR01,2017/08/01 10:58:00+00,Dissolved Oxygen (MGL),2.67,=
262428,DR01,2017/11/02 00:00:00+00,Inorganic Nitrogen (MGL),2.542,=
262995,DR01,2017/08/01 10:58:00+00,Inorganic Nitrogen (MGL),2.169,=
263120,DR01,2018/05/08 00:00:00+00,Inorganic Nitrogen (MGL),2.093,=
263203,DR01,2018/02/06 10:22:00+00,Dissolved Oxygen (MGL),2.01,=
263424,DR01,2018/03/06 10:20:00+00,Dissolved Oxygen (MGL),2,=
264219,DR01,2017/08/01 10:58:00+00,ammonia (MGL),1.577,=
264526,DR01,2018/01/09 00:00:00+00,Inorganic Nitrogen (MGL),1.41,=
264640,DR01,2017/10/03 09:25:00+00,Inorganic Nitrogen (MGL),1.372,=
264665,DR01,2017/02/07 09:20:00+00,Inorganic Nitrogen (MGL),1.346,=
264707,DR01,2018/11/08 00:00:00+00,Inorganic Nitrogen (MGL),1.324,=
264794,DR01,2017/02/07 09:20:00+00,ammonia (MGL),1.296,=
264896,DR01,2017/12/05 09:41:00+00,Inorganic Nitrogen (MGL),1.234,=
265028,DR01,2017/10/03 09:25:00+00,ammonia (MGL),1.196,=
265057,DR01,2017/12/05 09:41:00+00,ammonia (MGL),1.18,=
265120,DR01,2018/10/02 09:48:00+00,Inorganic Nitrogen (MGL),1.152,=
265139,DR01,2018/02/06 10:22:00+00,Inorganic Nitrogen (MGL),1.141,=
265297,DR01,2018/02/06 10:22:00+00,ammonia (MGL),1.091,=
265688,DR01,2017/04/04 09:32:00+00,Ortho-Phosphate (MGL),0.996,=
265743,DR01,2017/03/07 10:35:00+00,Dissolved Oxygen (MGL),0.97,=
265764,DR01,2018/07/26 00:00:00+00,Inorganic Nitrogen (MGL),0.959,=
265828,DR01,2017/09/05 09:37:00+00,Inorganic Nitrogen (MGL),0.93,=
266307,DR01,2017/01/10 09:51:00+00,Dissolved Oxygen (MGL),0.8,=
266340,DR01,2017/09/05 09:37:00+00,ammonia (MGL),0.79,=
266504,DR01,2018/08/28 09:47:00+00,Inorganic Nitrogen (MGL),0.722,=
266541,DR01,2017/03/07 10:35:00+00,Inorganic Nitrogen (MGL),0.709,=
266731,DR01,2018/10/02 09:48:00+00,ammonia (MGL),0.676,=
266787,DR01,2017/03/07 10:35:00+00,ammonia (MGL),0.659,=
266870,DR01,2017/04/04 09:32:00+00,Dissolved Oxygen (MGL),0.63,=
267085,DR01,2017/08/01 10:58:00+00,Nitrate + Nitrite as Nitrogen (MGL),0.592,=
267343,DR01,2017/06/06 08:40:00+00,Dissolved Oxygen (MGL),0.52,=
267631,DR01,2018/10/02 09:48:00+00,Nitrate + Nitrite as Nitrogen (MGL),0.476,=
267668,DR01,2018/03/06 10:20:00+00,Inorganic Nitrogen (MGL),0.467,=
267901,DR01,2018/03/06 10:20:00+00,ammonia (MGL),0.417,=
267940,DR01,2018/08/28 09:47:00+00,ammonia (MGL),0.409,=
268262,DR01,2017/06/06 08:40:00+00,Ortho-Phosphate (MGL),0.354,=
268296,DR01,2018/09/18 00:00:00+00,Inorganic Nitrogen (MGL),0.347,=
268469,DR01,2018/08/28 09:47:00+00,Nitrate + Nitrite as Nitrogen (MGL),0.313,=
268650,DR01,2018/06/28 00:00:00+00,Inorganic Nitrogen (MGL),0.29,=
268732,DR01,2017/08/01 10:58:00+00,Ortho-Phosphate (MGL),0.276,=
268759,DR01,2017/01/10 09:51:00+00,Ortho-Phosphate (MGL),0.272,=
269650,DR01,2017/10/03 09:25:00+00,Nitrate + Nitrite as Nitrogen (MGL),0.176,=
269723,DR01,2017/07/04 10:13:00+00,Inorganic Nitrogen (MGL),0.17,=
269878,DR01,2017/03/07 10:35:00+00,Ortho-Phosphate (MGL),0.158,=
270143,DR01,2017/09/05 09:37:00+00,Nitrate + Nitrite as Nitrogen (MGL),0.14,=
270144,DR01,2017/09/05 09:37:00+00,Ortho-Phosphate (MGL),0.14,=
270324,DR01,2017/10/03 09:25:00+00,Ortho-Phosphate (MGL),0.13,=
270449,DR01,2017/12/05 09:41:00+00,Ortho-Phosphate (MGL),0.124,=
270522,DR01,2017/07/04 10:13:00+00,ammonia (MGL),0.12,=
270735,DR01,2018/02/06 10:22:00+00,Ortho-Phosphate (MGL),0.111,=
270932,DR01,2018/10/02 09:48:00+00,Ortho-Phosphate (MGL),0.103,=
270943,DR01,2017/02/07 09:20:00+00,Ortho-Phosphate (MGL),0.102,=
270972,DR01,2017/04/04 09:32:00+00,Unionised Ammonia (MGL),0.101,=
270979,DR01,2018/03/06 10:20:00+00,Ortho-Phosphate (MGL),0.101,=
271078,DR01,2017/07/04 10:13:00+00,Ortho-Phosphate (MGL),0.098,=
271619,DR01,2018/08/28 09:47:00+00,Ortho-Phosphate (MGL),0.069,=
272004,DR01,2017/12/05 09:41:00+00,Nitrate + Nitrite as Nitrogen (MGL),0.054,=
272254,DR01,2017/01/10 09:51:00+00,Unionised Ammonia (MGL),0.043,=
273013,DR01,2017/06/06 08:40:00+00,Unionised Ammonia (MGL),0.016,=
273138,DR01,2017/02/07 09:20:00+00,Unionised Ammonia (MGL),0.013,=
273375,DR01,2017/10/03 09:25:00+00,Unionised Ammonia (MGL),0.007,=
273379,DR01,2018/02/06 10:22:00+00,Unionised Ammonia (MGL),0.007,=
273447,DR01,2017/03/07 10:35:00+00,Unionised Ammonia (MGL),0.005,=
273460,DR01,2017/08/01 10:58:00+00,Unionised Ammonia (MGL),0.005,=
273466,DR01,2017/12/05 09:41:00+00,Unionised Ammonia (MGL),0.005,=
273594,DR01,2017/09/05 09:37:00+00,Unionised Ammonia (MGL),0.003,=
273625,DR01,2018/10/02 09:48:00+00,Unionised Ammonia (MGL),0.003,=
273710,DR01,2018/03/06 10:20:00+00,Unionised Ammonia (MGL),0.002,=
273954,DR01,2018/08/28 09:47:00+00,Unionised Ammonia (MGL),0.001,=
274088,DR01,2017/07/04 10:13:00+00,Unionised Ammonia (MGL),0,=
274326,DR01,2020/12/07 10:28:00+00,Escherichia coli (CFU),1000000,>
274327,DR05,2020/12/07 10:39:00+00,Escherichia coli (CFU),1000000,>
274357,DR01,2019/08/06 09:46:00+00,Escherichia coli (CFU),10000,>
274406,DR01,2019/02/07 10:38:00+00,Suspended Solids 105 C (MGL),5,<
275324,DR01,2019/02/07 10:38:00+00,Nitrate + Nitrite as Nitrogen (MGL),0.05,<
275842,DR01,2019/08/06 09:46:00+00,Unionised Ammonia (MGL),0.001,<
275857,DR01,2019/09/03 09:59:00+00,Unionised Ammonia (MGL),0.001,<
276120,DR01,2020/04/08 11:10:00+00,Escherichia coli (CFU),710000,=
276199,DR05,2020/04/08 10:58:00+00,Escherichia coli (CFU),98000,=
276261,DR01,2019/09/03 09:58:00+00,Escherichia coli (CFU),36000,=
276289,DR05,2019/08/06 09:58:00+00,Escherichia coli (CFU),25000,=
276399,DR05,2019/09/03 10:13:00+00,Escherichia coli (CFU),5400,=
276440,DR01,2019/03/05 10:30:00+00,Escherichia coli (CFU),4000,=
276523,DR05,2019/03/05 11:04:00+00,Escherichia coli (CFU),2900,=
276605,DR01,2019/07/02 00:00:00+00,Escherichia coli (CFU),2100,=
276606,DR01,2020/05/19 00:00:00+00,Escherichia coli (CFU),2100,=
276738,DR01,2019/02/07 10:38:00+00,Escherichia coli (CFU),1200,=
276781,DR05,2020/05/13 00:00:00+00,Escherichia coli (CFU),1000,=
279365,DR01,2019/09/03 09:59:00+00,Oxygen Saturation (PC),97,=
279822,DR01,2019/08/06 09:46:00+00,Oxygen Saturation (PC),86,=
280791,DR01,2020/04/08 11:11:00+00,Conductivity (MSM),63,=
281429,DR01,2019/12/02 00:00:00+00,Oxygen Saturation (PC),52,=
281436,DR01,2020/05/13 00:00:00+00,Conductivity (MSM),52,=
281644,DR01,2019/02/07 10:38:00+00,Conductivity (MSM),50,=
281700,DR01,2020/11/05 00:00:00+00,Conductivity (MSM),50,=
282029,DR01,2020/06/01 00:00:00+00,Conductivity (MSM),47,=
282037,DR01,2020/08/04 00:00:00+00,Conductivity (MSM),47,=
283744,DR01,2019/02/07 10:38:00+00,Oxygen Saturation (PC),26,=
283995,DR01,2019/02/07 10:38:00+00,Temperature (CELSIUS),24.2,=
284246,DR01,2019/09/03 09:59:00+00,Conductivity (MSM),23,=
284456,DR01,2019/08/06 09:46:00+00,Suspended Solids 105 C (MGL),22,=
285795,DR01,2020/04/08 11:11:00+00,Temperature (CELSIUS),16.9,=
286588,DR01,2019/08/06 09:46:00+00,Conductivity (MSM),14,=
286610,DR01,2020/04/08 11:11:00+00,Oxygen Saturation (PC),14,=
286695,DR01,2019/08/06 09:46:00+00,Temperature (CELSIUS),13.8,=
286782,DR01,2019/09/03 09:59:00+00,Temperature (CELSIUS),13.4,=
287247,DR01,2020/12/07 10:29:00+00,Inorganic Nitrogen (MGL),11.85,=
287781,DR01,2019/09/03 09:59:00+00,Dissolved Oxygen (MGL),10.16,=
287889,DR01,2020/05/13 00:00:00+00,Suspended Solids 105 C (MGL),10,=
288385,DR01,2020/04/08 11:11:00+00,Suspended Solids 105 C (MGL),9,=
288407,DR01,2019/08/06 09:46:00+00,Dissolved Oxygen (MGL),8.99,=
288790,DR01,2020/04/08 11:11:00+00,Inorganic Nitrogen (MGL),8.305,=
288845,DR01,2020/04/08 11:11:00+00,ammonia (MGL),8.23,=
290489,DR01,2019/02/07 10:38:00+00,pH (PH_NONE),7.2,=
290566,DR01,2019/05/07 00:00:00+00,Inorganic Nitrogen (MGL),7.13,=
290642,DR01,2020/04/08 11:11:00+00,pH (PH_NONE),7.1,=
290739,DR01,2019/09/03 09:59:00+00,pH (PH_NONE),7,=
291006,DR01,2019/08/06 09:46:00+00,pH (PH_NONE),6.7,=
291344,DR01,2019/01/10 00:00:00+00,Suspended Solids 105 C (MGL),6,=
291352,DR01,2019/03/05 00:00:00+00,Suspended Solids 105 C (MGL),6,=
291371,DR01,2019/09/03 09:59:00+00,Suspended Solids 105 C (MGL),6,=
291613,DR01,2020/01/02 00:00:00+00,Inorganic Nitrogen (MGL),5.62,=
292033,DR01,2019/04/02 00:00:00+00,Inorganic Nitrogen (MGL),4.952,=
292229,DR01,2020/02/04 00:00:00+00,Inorganic Nitrogen (MGL),4.6,=
293614,DR01,2020/11/05 00:00:00+00,Inorganic Nitrogen (MGL),2.81,=
293675,DR01,2020/10/01 00:00:00+00,Inorganic Nitrogen (MGL),2.767,=
294225,DR01,2019/02/07 10:38:00+00,Dissolved Oxygen (MGL),2.14,=
294580,DR01,2019/03/05 00:00:00+00,Inorganic Nitrogen (MGL),1.939,=
294876,DR01,2020/05/13 00:00:00+00,Inorganic Nitrogen (MGL),1.72,=
295327,DR01,2020/03/03 00:00:00+00,Inorganic Nitrogen (MGL),1.49,=
295379,DR01,2020/03/03 00:00:00+00,ammonia (MGL),1.44,=
295493,DR01,2020/04/08 11:11:00+00,Dissolved Oxygen (MGL),1.38,=
296321,DR01,2020/09/01 00:00:00+00,Inorganic Nitrogen (MGL),0.956,=
296467,DR01,2019/06/04 00:00:00+00,Inorganic Nitrogen (MGL),0.899,=
296493,DR01,2019/01/10 00:00:00+00,Inorganic Nitrogen (MGL),0.881,=
296590,DR01,2020/04/08 11:11:00+00,Ortho-Phosphate (MGL),0.828,=
296876,DR01,2020/06/01 00:00:00+00,Inorganic Nitrogen (MGL),0.716,=
297490,DR01,2020/07/02 00:00:00+00,Inorganic Nitrogen (MGL),0.511,=
297508,DR01,2019/11/05 00:00:00+00,Inorganic Nitrogen (MGL),0.505,=
297623,DR01,2019/02/07 10:38:00+00,Inorganic Nitrogen (MGL),0.491,=
297812,DR01,2019/02/07 10:38:00+00,ammonia (MGL),0.441,=
298252,DR01,2019/07/02 00:00:00+00,Inorganic Nitrogen (MGL),0.3231,=
298278,DR01,2020/08/04 00:00:00+00,Inorganic Nitrogen (MGL),0.3161,=
298409,DR01,2019/09/03 09:59:00+00,Inorganic Nitrogen (MGL),0.284,=
298474,DR01,2019/08/06 09:46:00+00,Inorganic Nitrogen (MGL),0.2672,=
298667,DR01,2019/10/01 00:00:00+00,Inorganic Nitrogen (MGL),0.227,=
298746,DR01,2019/08/06 09:46:00+00,Nitrate + Nitrite as Nitrogen (MGL),0.209,=
299062,DR01,2019/03/05 00:00:00+00,Nitrate + Nitrite as Nitrogen (MGL),0.169,=
299229,DR01,2019/09/03 09:59:00+00,Nitrate + Nitrite as Nitrogen (MGL),0.148,=
299263,DR01,2019/12/02 00:00:00+00,Inorganic Nitrogen (MGL),0.1439,=
299317,DR01,2019/09/03 09:59:00+00,ammonia (MGL),0.136,=
299370,DR01,2020/03/03 00:00:00+00,Ortho-Phosphate (MGL),0.13,=
299443,DR01,2019/02/07 10:38:00+00,Ortho-Phosphate (MGL),0.122,=
299504,DR01,2019/12/02 00:00:00+00,Nitrate + Nitrite as Nitrogen (MGL),0.116,=
300068,DR01,2020/04/08 11:11:00+00,Nitrate + Nitrite as Nitrogen (MGL),0.075,=
300377,DR01,2019/08/06 09:46:00+00,ammonia (MGL),0.0582,=
300539,DR01,2019/08/06 09:46:00+00,Ortho-Phosphate (MGL),0.044,=
300622,DR01,2020/04/08 11:11:00+00,Unionised Ammonia (MGL),0.037,=
