OBJECTID,SMPL_PNT,SMPL_DATE,PRMT_CODE,PRMT_VL,PRMT_ORGN_SIGN
119603,DR01,2022/01/06 00:00:00+00,pH (PH_NONE),7,=
119731,DR01,2022/03/03 00:00:00+00,pH (PH_NONE),7.2,=
119740,DR01,2022/04/07 00:00:00+00,pH (PH_NONE),7.2,=
119744,DR01,2022/05/05 00:00:00+00,pH (PH_NONE),7.2,=
119899,DR01,2022/02/03 00:00:00+00,pH (PH_NONE),7.4,=
121578,DR01,2022/01/06 00:00:00+00,Temperature (CELSIUS),18.1,=
121618,DR01,2022/02/03 00:00:00+00,Temperature (CELSIUS),19.3,=
121838,DR01,2022/02/03 00:00:00+00,Suspended Solids 105 C (MGL),22,=
121844,DR01,2022/03/03 00:00:00+00,Oxygen Saturation (PC),22,=
121947,DR01,2022/03/03 00:00:00+00,Temperature (CELSIUS),22.2,=
122005,DR01,2022/02/03 00:00:00+00,Conductivity (MSM),24,=
122137,DR01,2022/02/03 00:00:00+00,Oxygen Saturation (PC),26,=
122549,DR01,2022/01/06 00:00:00+00,Conductivity (MSM),52,=
122890,DR01,2022/03/03 00:00:00+00,Conductivity (MSM),74,=
124083,DR05,2022/05/05 00:00:00+00,Escherichia coli (CFU),6330,=
124267,DR05,2022/04/07 00:00:00+00,Escherichia coli (CFU),241960,=
124282,DR05,2022/03/03 00:00:00+00,Escherichia coli (CFU),155310,=
124314,DR01,2022/01/06 00:00:00+00,Escherichia coli (CFU),43000,=
124374,DR05,2022/01/06 00:00:00+00,Escherichia coli (CFU),270000,=
124648,DR01,2022/03/03 00:00:00+00,Nitrate + Nitrite as Nitrogen (MGL),0.05,<
124749,DR01,2022/05/05 00:00:00+00,Nitrate + Nitrite as Nitrogen (MGL),0.05,<
125109,DR01,2022/02/03 00:00:00+00,Escherichia coli (CFU),1000000,>
125111,DR05,2022/02/03 00:00:00+00,Escherichia coli (CFU),1000000,>
125161,DR01,2022/03/03 00:00:00+00,Escherichia coli (CFU),241960,>
125228,DR01,2022/07/07 00:00:00+00,Unionised Ammonia (MGL),0.002,=
125258,DR01,2022/07/07 00:00:00+00,Nitrate + Nitrite as Nitrogen (MGL),0.16,=
125301,DR01,2022/07/07 00:00:00+00,ammonia (MGL),0.747,=
125423,DR01,2022/07/07 00:00:00+00,Dissolved Oxygen (MGL),7.1,=
125430,DR01,2022/07/07 00:00:00+00,pH (PH_NONE),6.9,=
125518,DR01,2022/07/07 00:00:00+00,Temperature (CELSIUS),14,=
125567,DR01,2022/07/07 00:00:00+00,Conductivity (MSM),43,=
125580,DR01,2022/07/07 00:00:00+00,Oxygen Saturation (PC),69,=
125675,DR01,2022/07/07 00:00:00+00,Ortho-Phosphate (MGL),0.063,=
125720,DR01,2022/05/05 00:00:00+00,Escherichia coli (CFU),100,<
125730,DR01,2022/04/07 00:00:00+00,Escherichia coli (CFU),198630,=
126562,DR01,2022/05/05 00:00:00+00,Oxygen Saturation (PC),61,=
126621,DR01,2022/05/05 00:00:00+00,Conductivity (MSM),58,=
126647,DR01,2022/04/07 00:00:00+00,Conductivity (MSM),55,=
126715,DR01,2022/06/02 00:00:00+00,Oxygen Saturation (PC),49,=
126957,DR01,2022/04/07 00:00:00+00,Oxygen Saturation (PC),29,=
127006,DR01,2022/06/02 00:00:00+00,Conductivity (MSM),25,=
127286,DR01,2022/04/07 00:00:00+00,Temperature (CELSIUS),16.6,=
127322,DR01,2022/05/05 00:00:00+00,Temperature (CELSIUS),16.1,=
127440,DR01,2022/06/02 00:00:00+00,Temperature (CELSIUS),14.9,=
127976,DR01,2022/01/06 00:00:00+00,Ortho-Phosphate (MGL),0.153,=
128115,DR01,2022/01/06 00:00:00+00,Nitrate + Nitrite as Nitrogen (MGL),0.091,=
128224,DR01,2022/03/03 00:00:00+00,Unionised Ammonia (MGL),0.048,=
128438,DR01,2022/02/03 00:00:00+00,Unionised Ammonia (MGL),0.004,=
128447,DR01,2022/01/06 00:00:00+00,Unionised Ammonia (MGL),0.003,=
128664,DR01,2021/10/14 00:00:00+00,Conductivity (MSM),43,=
128691,DR01,2021/11/11 00:00:00+00,Oxygen Saturation (PC),23,=
128717,DR01,2021/10/14 00:00:00+00,Temperature (CELSIUS),17.7,=
129392,DR01,2021/06/03 00:00:00+00,Dissolved Oxygen (MGL),4.9,=
130292,DR01,2021/06/03 00:00:00+00,ammonia (MGL),1.65,=
130357,DR01,2021/08/05 00:00:00+00,ammonia (MGL),1.54,=
130861,DR01,2021/08/05 00:00:00+00,Nitrate + Nitrite as Nitrogen (MGL),0.857,=
131113,DR01,2021/09/02 00:00:00+00,ammonia (MGL),0.591,=
131299,DR01,2021/06/03 00:00:00+00,Nitrate + Nitrite as Nitrogen (MGL),0.324,=
131324,DR01,2021/09/02 00:00:00+00,Ortho-Phosphate (MGL),0.3,=
131329,DR01,2021/06/03 00:00:00+00,Ortho-Phosphate (MGL),0.293,=
131409,DR01,2021/08/05 00:00:00+00,Ortho-Phosphate (MGL),0.226,=
131659,DR01,2021/07/01 00:00:00+00,ammonia (MGL),0.0778,=
131747,DR01,2021/07/01 00:00:00+00,Ortho-Phosphate (MGL),0.053,=
132124,DR01,2021/09/02 00:00:00+00,Unionised Ammonia (MGL),0.002,=
132682,DR01,2022/07/07 00:00:00+00,Suspended Solids 105 C (MGL),5,<
133213,DR01,2022/07/07 00:00:00+00,Escherichia coli (CFU),2419,>
133214,DR05,2022/07/07 00:00:00+00,Escherichia coli (CFU),2419,>
134371,DR05,2022/08/04 00:00:00+00,Escherichia coli (CFU),3100,=
134373,DR01,2022/08/04 00:00:00+00,Escherichia coli (CFU),1200,=
134765,DR01,2022/08/04 00:00:00+00,Conductivity (MSM),27,=
135084,DR01,2022/08/04 00:00:00+00,pH (PH_NONE),7.1,=
135113,DR01,2022/08/04 00:00:00+00,Suspended Solids 105 C (MGL),6,=
135399,DR01,2022/08/04 00:00:00+00,Nitrate + Nitrite as Nitrogen (MGL),0.267,=
135523,DR01,2022/08/04 00:00:00+00,Ortho-Phosphate (MGL),0.02,=
135526,DR01,2022/08/04 00:00:00+00,ammonia (MGL),0.0199,=
135580,DR01,2022/08/04 00:00:00+00,Unionised Ammonia (MGL),0.001,<
135686,DR01,2022/08/04 00:00:00+00,Oxygen Saturation (PC),24,=
135695,DR01,2022/08/04 00:00:00+00,Temperature (CELSIUS),18.1,=
135834,DR01,2022/08/04 00:00:00+00,Dissolved Oxygen (MGL),2.3,=
136044,DR01,2022/09/01 00:00:00+00,Escherichia coli (CFU),12700,=
136106,DR05,2022/09/01 00:00:00+00,Escherichia coli (CFU),700,=
138003,DR01,2022/09/01 00:00:00+00,Conductivity (MSM),39,=
138016,DR01,2022/09/01 00:00:00+00,Suspended Solids 105 C (MGL),21,=
138035,DR01,2022/09/01 00:00:00+00,Temperature (CELSIUS),14.8,=
138100,DR01,2022/09/01 00:00:00+00,pH (PH_NONE),7.2,=
138221,DR01,2022/09/01 00:00:00+00,ammonia (MGL),0.0907,=
139737,DR01,2022/10/06 00:00:00+00,Escherichia coli (CFU),198630,=
139738,DR01,2022/09/15 00:00:00+00,Escherichia coli (CFU),198600,=
139753,DR05,2022/09/15 00:00:00+00,Escherichia coli (CFU),4500,=
139764,DR05,2022/10/06 00:00:00+00,Escherichia coli (CFU),7430,=
140025,DR01,2022/10/06 00:00:00+00,Oxygen Saturation (PC),70,=
140115,DR01,2022/10/06 00:00:00+00,Conductivity (MSM),53,=
140227,DR01,2022/10/06 00:00:00+00,Temperature (CELSIUS),16.6,=
140263,DR01,2022/10/06 00:00:00+00,Suspended Solids 105 C (MGL),12,=
140400,DR01,2022/10/06 00:00:00+00,pH (PH_NONE),6.9,=
140687,DR01,2022/10/06 00:00:00+00,Ortho-Phosphate (MGL),0.083,=
140730,DR01,2022/10/06 00:00:00+00,Unionised Ammonia (MGL),0.002,=
142606,DR01,2022/11/03 00:00:00+00,Escherichia coli (CFU),104620,=
142607,DR05,2022/11/03 00:00:00+00,Escherichia coli (CFU),32550,=
143697,DR01,2022/11/03 00:00:00+00,Suspended Solids 105 C (MGL),5,<
143874,DR01,2022/11/03 00:00:00+00,Conductivity (MSM),46,=
143914,DR01,2022/11/03 00:00:00+00,Oxygen Saturation (PC),34,=
144053,DR01,2022/11/03 00:00:00+00,pH (PH_NONE),7.3,=
144116,DR01,2022/11/03 00:00:00+00,ammonia (MGL),1.693,=
144169,DR01,2022/11/03 00:00:00+00,Ortho-Phosphate (MGL),0.135,=
144176,DR01,2022/11/03 00:00:00+00,Unionised Ammonia (MGL),0.014,=
144185,DR01,2022/11/03 00:00:00+00,Nitrate + Nitrite as Nitrogen (MGL),0.106,=
145591,DR05,2022/12/01 00:00:00+00,Escherichia coli (CFU),241960,>
145796,DR01,2022/12/01 00:00:00+00,Escherichia coli (CFU),61310,=
147668,DR01,2022/12/01 00:00:00+00,Oxygen Saturation (PC),63,=
147707,DR01,2022/12/01 00:00:00+00,Conductivity (MSM),50,=
147938,DR01,2022/12/01 00:00:00+00,Temperature (CELSIUS),21.1,=
148003,DR01,2022/12/01 00:00:00+00,Suspended Solids 105 C (MGL),12,=
148209,DR01,2022/12/01 00:00:00+00,pH (PH_NONE),7.1,=
148263,DR01,2022/12/01 00:00:00+00,Dissolved Oxygen (MGL),5.6,=
148387,DR01,2022/12/01 00:00:00+00,ammonia (MGL),1.625,=
148835,DR01,2022/12/01 00:00:00+00,Nitrate + Nitrite as Nitrogen (MGL),0.108,=
148850,DR01,2022/12/01 00:00:00+00,Ortho-Phosphate (MGL),0.113,=
149282,DR01,2023/01/12 00:00:00+00,Escherichia coli (CFU),241960,>
151267,DR01,2023/01/12 00:00:00+00,Suspended Solids 105 C (MGL),49,=
151589,DR01,2023/01/12 00:00:00+00,Temperature (CELSIUS),21.6,=
151599,DR01,2023/01/12 00:00:00+00,ammonia (MGL),19.14,=
151687,DR01,2023/01/12 00:00:00+00,Oxygen Saturation (PC),11,=
151919,DR01,2023/01/12 00:00:00+00,pH (PH_NONE),7.4,=
152193,DR01,2023/01/12 00:00:00+00,Ortho-Phosphate (MGL),1.71,=
152253,DR01,2023/01/12 00:00:00+00,Dissolved Oxygen (MGL),1,=
152409,DR01,2023/01/12 00:00:00+00,Unionised Ammonia (MGL),0.238,=
153158,DR01,2023/02/09 00:00:00+00,Escherichia coli (CFU),8500,=
153159,DR05,2023/02/09 00:00:00+00,Escherichia coli (CFU),4280,=
154050,DR01,2023/02/09 00:00:00+00,Nitrate + Nitrite as Nitrogen (MGL),0.05,<
154235,DR01,2023/02/09 00:00:00+00,Conductivity (MSM),70,=
154297,DR01,2023/02/09 00:00:00+00,Oxygen Saturation (PC),31,=
154436,DR01,2023/02/09 00:00:00+00,Suspended Solids 105 C (MGL),19,=
154550,DR01,2023/02/09 00:00:00+00,pH (PH_NONE),7.4,=
154653,DR01,2023/02/09 00:00:00+00,ammonia (MGL),3.653,=
154672,DR01,2023/02/09 00:00:00+00,Dissolved Oxygen (MGL),2.7,=
154792,DR01,2023/02/09 00:00:00+00,Ortho-Phosphate (MGL),0.331,=
158484,DR01,2023/03/10 00:00:00+00,Nitrate + Nitrite as Nitrogen (MGL),0.05,<
158526,DR01,2023/03/10 00:00:00+00,Unionised Ammonia (MGL),0.001,<
158541,DR05,2023/04/06 00:00:00+00,Escherichia coli (CFU),24196,=
158558,DR01,2023/04/06 00:00:00+00,Escherichia coli (CFU),3654,=
158710,DR01,2023/03/10 00:00:00+00,Oxygen Saturation (PC),37,=
158736,DR01,2023/03/10 00:00:00+00,Conductivity (MSM),26,=
158777,DR01,2023/03/10 00:00:00+00,Temperature (CELSIUS),19.8,=
158919,DR01,2023/03/10 00:00:00+00,pH (PH_NONE),6.8,=
158952,DR01,2023/03/10 00:00:00+00,Dissolved Oxygen (MGL),3.4,=
159121,DR01,2023/03/10 00:00:00+00,Ortho-Phosphate (MGL),0.065,=
159131,DR01,2023/03/10 00:00:00+00,ammonia (MGL),0.0336,=
160148,DR05,2023/05/04 00:00:00+00,Suspended Solids 105 C (MGL),5,<
160385,DR05,2023/05/04 00:00:00+00,Conductivity (MSM),62,=
160417,DR01,2023/05/04 00:00:00+00,Conductivity (MSM),33,=
160435,DR05,2023/05/04 00:00:00+00,Oxygen Saturation (PC),38,=
160445,DR01,2023/05/04 00:00:00+00,Oxygen Saturation (PC),31,=
160525,DR01,2023/05/04 00:00:00+00,Temperature (CELSIUS),15,=
160540,DR05,2023/05/04 00:00:00+00,Temperature (CELSIUS),16.2,=
160602,DR01,2023/05/04 00:00:00+00,Suspended Solids 105 C (MGL),9,=
160716,DR05,2023/05/04 00:00:00+00,pH (PH_NONE),7.1,=
160725,DR01,2023/05/04 00:00:00+00,pH (PH_NONE),6.9,=
160782,DR05,2023/05/04 00:00:00+00,Dissolved Oxygen (MGL),3.7,=
160799,DR01,2023/05/04 00:00:00+00,Dissolved Oxygen (MGL),3.1,=
160946,DR05,2023/05/04 00:00:00+00,ammonia (MGL),0.565,=
160978,DR01,2023/05/04 00:00:00+00,ammonia (MGL),0.438,=
161024,DR05,2023/05/04 00:00:00+00,Ortho-Phosphate (MGL),0.094,=
161066,DR01,2023/05/04 00:00:00+00,Ortho-Phosphate (MGL),0.075,=
161086,DR01,2023/05/04 00:00:00+00,Nitrate + Nitrite as Nitrogen (MGL),0.069,=
161111,DR01,2023/05/04 00:00:00+00,Unionised Ammonia (MGL),0.001,=
161123,DR05,2023/05/04 00:00:00+00,Unionised Ammonia (MGL),0.002,=
162135,DR01,2023/06/01 00:00:00+00,Escherichia coli (CFU),111990,=
162138,DR05,2023/06/01 00:00:00+00,Escherichia coli (CFU),61310,=
163778,DR01,2023/06/01 00:00:00+00,Ortho-Phosphate (MGL),0.1,<
164339,DR01,2023/06/01 00:00:00+00,Oxygen Saturation (PC),82,=
164720,DR01,2023/06/01 00:00:00+00,Conductivity (MSM),19,=
165503,DR01,2023/06/01 00:00:00+00,pH (PH_NONE),6.9,=
166262,DR01,2023/06/01 00:00:00+00,Nitrate + Nitrite as Nitrogen (MGL),0.151,=
166419,DR01,2023/06/01 00:00:00+00,Unionised Ammonia (MGL),0.001,=
166663,DR05,2023/07/13 00:00:00+00,Escherichia coli (CFU),111990,=
166671,DR01,2023/07/13 00:00:00+00,Escherichia coli (CFU),111990,=
167450,DR01,2023/07/13 00:00:00+00,Oxygen Saturation (PC),74,=
167668,DR01,2023/07/13 00:00:00+00,Conductivity (MSM),35,=
167929,DR01,2023/07/13 00:00:00+00,Temperature (CELSIUS),13.6,=
168296,DR01,2023/07/13 00:00:00+00,Dissolved Oxygen (MGL),7.7,=
168429,DR01,2023/07/13 00:00:00+00,pH (PH_NONE),7.1,=
168935,DR01,2023/07/13 00:00:00+00,ammonia (MGL),0.84,=
169015,DR01,2023/07/13 00:00:00+00,Nitrate + Nitrite as Nitrogen (MGL),0.44,=
169121,DR01,2023/07/13 00:00:00+00,Ortho-Phosphate (MGL),0.138,=
169288,DR01,2023/07/13 00:00:00+00,Unionised Ammonia (MGL),0.003,=
170539,DR05,2023/01/12 00:00:00+00,Escherichia coli (CFU),1000,<
171206,DR01,2023/01/12 00:00:00+00,Nitrate + Nitrite as Nitrogen (MGL),0.562,=
171269,DR01,2023/03/10 00:00:00+00,Escherichia coli (CFU),11780,=
171270,DR05,2023/03/10 00:00:00+00,Escherichia coli (CFU),8664,=
171406,DR01,2023/02/09 00:00:00+00,Unionised Ammonia (MGL),0.047,=
172058,DR01,2023/04/06 00:00:00+00,Oxygen Saturation (PC),44,=
172062,DR01,2023/04/06 00:00:00+00,Conductivity (MSM),41,=
172429,DR01,2023/04/06 00:00:00+00,Temperature (CELSIUS),17.4,=
172533,DR01,2023/04/06 00:00:00+00,Suspended Solids 105 C (MGL),12,=
172803,DR01,2023/04/06 00:00:00+00,pH (PH_NONE),7,=
172920,DR01,2023/04/06 00:00:00+00,Dissolved Oxygen (MGL),4.2,=
173294,DR01,2023/04/06 00:00:00+00,ammonia (MGL),0.666,=
173500,DR01,2023/04/06 00:00:00+00,Nitrate + Nitrite as Nitrogen (MGL),0.111,=
173740,DR01,2023/04/06 00:00:00+00,Unionised Ammonia (MGL),0.002,=
175296,DR01,2023/06/01 00:00:00+00,Temperature (CELSIUS),15,=
175404,DR01,2023/06/01 00:00:00+00,Dissolved Oxygen (MGL),8.3,=
175583,DR01,2023/06/01 00:00:00+00,ammonia (MGL),0.445,=
175754,DR05,2023/08/14 00:00:00+00,Escherichia coli (CFU),241960,>
176378,DR01,2023/08/14 00:00:00+00,Conductivity (MSM),70,=
176398,DR01,2023/08/14 00:00:00+00,Oxygen Saturation (PC),61,=
176599,DR01,2023/08/14 00:00:00+00,Suspended Solids 105 C (MGL),20,=
176653,DR01,2023/08/14 00:00:00+00,Temperature (CELSIUS),15.5,=
177035,DR01,2023/08/14 00:00:00+00,pH (PH_NONE),6.9,=
177070,DR01,2023/08/14 00:00:00+00,Dissolved Oxygen (MGL),6.1,=
177172,DR01,2023/08/14 00:00:00+00,ammonia (MGL),3.45,=
177425,DR01,2023/08/14 00:00:00+00,Ortho-Phosphate (MGL),0.371,=
177430,DR01,2023/08/14 00:00:00+00,Nitrate + Nitrite as Nitrogen (MGL),0.291,=
177534,DR01,2023/08/14 00:00:00+00,Unionised Ammonia (MGL),0.009,=
179240,DR01,2023/09/07 00:00:00+00,Escherichia coli (CFU),241960,=
179242,DR05,2023/09/07 00:00:00+00,Escherichia coli (CFU),198630,=
179519,DR01,2023/09/07 00:00:00+00,Oxygen Saturation (PC),73,=
179660,DR01,2023/09/07 00:00:00+00,Conductivity (MSM),34,=
179776,DR01,2023/09/07 00:00:00+00,Temperature (CELSIUS),14.9,=
179811,DR01,2023/09/07 00:00:00+00,Suspended Solids 105 C (MGL),13,=
179956,DR01,2023/09/07 00:00:00+00,Dissolved Oxygen (MGL),7.4,=
179968,DR01,2023/09/07 00:00:00+00,pH (PH_NONE),7,=
180135,DR01,2023/09/07 00:00:00+00,ammonia (MGL),0.901,=
180188,DR01,2023/09/07 00:00:00+00,Nitrate + Nitrite as Nitrogen (MGL),0.34,=
180266,DR01,2023/09/07 00:00:00+00,Unionised Ammonia (MGL),0.003,=
183372,DR01,2023/10/05 00:00:00+00,Ortho-Phosphate (MGL),0.1,<
183621,DR01,2023/10/05 00:00:00+00,Oxygen Saturation (PC),89,=
183824,DR01,2023/10/05 00:00:00+00,Suspended Solids 105 C (MGL),25,=
183957,DR01,2023/10/05 00:00:00+00,Temperature (CELSIUS),17.7,=
184144,DR01,2023/10/05 00:00:00+00,Dissolved Oxygen (MGL),8.5,=
184277,DR01,2023/10/05 00:00:00+00,pH (PH_NONE),7.5,=
184631,DR01,2023/10/05 00:00:00+00,Nitrate + Nitrite as Nitrogen (MGL),0.962,=
184678,DR01,2023/10/05 00:00:00+00,ammonia (MGL),0.65,=
184892,DR01,2023/10/05 00:00:00+00,Unionised Ammonia (MGL),0.008,=
185359,DR05,2023/10/05 00:00:00+00,Escherichia coli (CFU),86640,=
185383,DR01,2023/10/05 00:00:00+00,Escherichia coli (CFU),5200,=
186515,DR01,2023/11/16 00:00:00+00,Ortho-Phosphate (MGL),0.1,<
186867,DR01,2023/11/16 00:00:00+00,Conductivity (MSM),53,=
187413,DR01,2023/11/16 00:00:00+00,pH (PH_NONE),7.5,=
187842,DR01,2023/11/16 00:00:00+00,ammonia (MGL),0.408,=
188267,DR01,2023/11/16 00:00:00+00,Oxygen Saturation (PC),68,=
188385,DR01,2023/11/16 00:00:00+00,Temperature (CELSIUS),20.5,=
188869,DR01,2023/11/16 00:00:00+00,Unionised Ammonia (MGL),0.006,=
188960,DR05,2023/11/16 00:00:00+00,Escherichia coli (CFU),43520,=
188968,DR01,2023/11/16 00:00:00+00,Escherichia coli (CFU),8710,=
190076,DR01,2023/12/14 00:00:00+00,Escherichia coli (CFU),727000,=
190112,DR05,2023/12/14 00:00:00+00,Escherichia coli (CFU),46110,=
191131,DR01,2023/12/14 00:00:00+00,Ortho-Phosphate (MGL),0.1,<
191168,DR01,2023/12/14 00:00:00+00,Nitrate + Nitrite as Nitrogen (MGL),0.05,<
191310,DR01,2023/12/14 00:00:00+00,Conductivity (MSM),54,=
191440,DR01,2023/12/14 00:00:00+00,Temperature (CELSIUS),18.6,=
191573,DR01,2023/12/14 00:00:00+00,pH (PH_NONE),7.4,=
191610,DR01,2023/12/14 00:00:00+00,Dissolved Oxygen (MGL),4.6,=
191704,DR01,2023/12/14 00:00:00+00,ammonia (MGL),1.14,=
191805,DR01,2023/12/14 00:00:00+00,Unionised Ammonia (MGL),0.011,=
193365,DR01,2024/01/11 00:00:00+00,Ortho-Phosphate (MGL),0.1,<
193700,DR01,2024/01/11 00:00:00+00,Conductivity (MSM),69,=
193771,DR01,2024/01/11 00:00:00+00,Oxygen Saturation (PC),54,=
194019,DR01,2024/01/11 00:00:00+00,Temperature (CELSIUS),19.8,=
194306,DR01,2024/01/11 00:00:00+00,pH (PH_NONE),7.1,=
194641,DR01,2024/01/11 00:00:00+00,Nitrate + Nitrite as Nitrogen (MGL),0.433,=
194647,DR01,2024/01/11 00:00:00+00,ammonia (MGL),0.409,=
194843,DR01,2024/01/11 00:00:00+00,Unionised Ammonia (MGL),0.002,=
195442,DR01,2024/01/11 00:00:00+00,Suspended Solids 105 C (MGL),5,<
196976,DR01,2024/02/08 00:00:00+00,Ortho-Phosphate (MGL),0.1,<
197000,DR01,2024/02/08 00:00:00+00,Nitrate + Nitrite as Nitrogen (MGL),0.05,<
197055,DR05,2024/02/08 00:00:00+00,Escherichia coli (CFU),1986300,=
197070,DR01,2024/01/11 00:00:00+00,Escherichia coli (CFU),613100,=
197107,DR01,2024/02/08 00:00:00+00,Escherichia coli (CFU),8500,=
197127,DR05,2024/01/11 00:00:00+00,Escherichia coli (CFU),1460,=
197265,DR01,2024/02/08 00:00:00+00,Oxygen Saturation (PC),46,=
197270,DR01,2024/02/08 00:00:00+00,Conductivity (MSM),44,=
197347,DR01,2024/02/08 00:00:00+00,Temperature (CELSIUS),22.1,=
197432,DR01,2024/02/08 00:00:00+00,pH (PH_NONE),7.4,=
197447,DR01,2024/02/08 00:00:00+00,Suspended Solids 105 C (MGL),5,=
197491,DR01,2024/02/08 00:00:00+00,Dissolved Oxygen (MGL),4,=
198516,DR01,2024/02/08 00:00:00+00,ammonia (MGL),0.189,=
198629,DR01,2024/02/08 00:00:00+00,Unionised Ammonia (MGL),0.002,=
200247,DR01,2024/03/07 00:00:00+00,Ortho-Phosphate (MGL),0.1,<
200250,DR01,2024/03/07 00:00:00+00,Nitrate + Nitrite as Nitrogen (MGL),0.05,<
200397,DR01,2024/03/07 00:00:00+00,Conductivity (MSM),58,=
200682,DR01,2024/03/07 00:00:00+00,pH (PH_NONE),7.2,=
200937,DR01,2024/03/07 00:00:00+00,ammonia (MGL),0.435,=
200997,DR01,2024/03/07 00:00:00+00,Suspended Solids 105 C (MGL),5,<
201310,DR01,2024/03/07 00:00:00+00,Oxygen Saturation (PC),35,=
201360,DR01,2024/03/07 00:00:00+00,Temperature (CELSIUS),18.3,=
201550,DR01,2024/03/07 00:00:00+00,Dissolved Oxygen (MGL),3.3,=
201700,DR01,2024/03/07 00:00:00+00,Unionised Ammonia (MGL),0.003,=
202142,DR05,2024/03/07 00:00:00+00,Escherichia coli (CFU),27230,=
202151,DR01,2024/03/07 00:00:00+00,Escherichia coli (CFU),1850,=
203486,DR01,2024/04/10 00:00:00+00,Escherichia coli (CFU),2247,=
203941,DR01,2024/04/10 00:00:00+00,Ortho-Phosphate (MGL),0.1,<
204429,DR01,2024/04/10 00:00:00+00,Conductivity (MSM),52,=
204437,DR01,2024/04/10 00:00:00+00,Oxygen Saturation (PC),39,=
204572,DR01,2024/04/10 00:00:00+00,Temperature (CELSIUS),17.8,=
204979,DR01,2024/04/10 00:00:00+00,Dissolved Oxygen (MGL),3.7,=
204981,DR01,2024/04/10 00:00:00+00,pH (PH_NONE),7.1,=
205207,DR01,2024/04/10 00:00:00+00,ammonia (MGL),0.718,=
205440,DR01,2024/04/10 00:00:00+00,Unionised Ammonia (MGL),0.003,=
207412,DR01,2024/05/09 00:00:00+00,Ortho-Phosphate (MGL),0.1,<
207730,DR01,2024/05/09 00:00:00+00,Conductivity (MSM),113,=
208124,DR01,2024/05/09 00:00:00+00,Oxygen Saturation (PC),25,=
208432,DR01,2024/05/09 00:00:00+00,Temperature (CELSIUS),14.1,=
208801,DR01,2024/05/09 00:00:00+00,pH (PH_NONE),7,=
209094,DR01,2024/05/09 00:00:00+00,Dissolved Oxygen (MGL),2.6,=
209282,DR01,2024/05/09 00:00:00+00,Nitrate + Nitrite as Nitrogen (MGL),0.265,=
209428,DR01,2024/05/09 00:00:00+00,ammonia (MGL),0.0622,=
209491,DR01,2024/05/09 00:00:00+00,Unionised Ammonia (MGL),0.001,=
210663,DR01,2024/06/06 00:00:00+00,Ortho-Phosphate (MGL),0.1,<
210715,DR05,2024/05/09 00:00:00+00,Escherichia coli (CFU),10500,=
210742,DR01,2024/05/09 00:00:00+00,Escherichia coli (CFU),520,=
210850,DR01,2024/06/06 00:00:00+00,Oxygen Saturation (PC),83,=
210936,DR01,2024/06/06 00:00:00+00,Conductivity (MSM),26,=
211001,DR01,2024/06/06 00:00:00+00,Temperature (CELSIUS),15,=
211024,DR01,2024/06/06 00:00:00+00,Suspended Solids 105 C (MGL),11,=
211067,DR01,2024/06/06 00:00:00+00,Dissolved Oxygen (MGL),8.4,=
211144,DR01,2024/06/06 00:00:00+00,pH (PH_NONE),6.9,=
211292,DR01,2024/06/06 00:00:00+00,Nitrate + Nitrite as Nitrogen (MGL),0.3,=
211398,DR01,2024/06/06 00:00:00+00,Unionised Ammonia (MGL),0.001,<
211436,DR05,2024/06/06 00:00:00+00,Escherichia coli (CFU),17329,=
211468,DR01,2024/06/06 00:00:00+00,Escherichia coli (CFU),24196,=
212481,DR01,2024/06/06 00:00:00+00,ammonia (MGL),0.0453,=
213537,HB11,2017/09/05 00:00:00+00,Escherichia coli (CFU),3600,=
213743,HB11,2018/09/04 00:00:00+00,Escherichia coli (CFU),640,=
213791,HB11,2017/08/01 00:00:00+00,Escherichia coli (CFU),880,=
213870,HB11,2017/10/03 00:00:00+00,Escherichia coli (CFU),250,=
213913,HB11,2018/10/02 08:29:00+00,Escherichia coli (CFU),70,=
213926,HB11,2018/07/03 00:00:00+00,Escherichia coli (CFU),270,=
213943,HB11,2018/08/07 00:00:00+00,Escherichia coli (CFU),180,=
214587,HB11,2019/08/19 00:00:00+00,Escherichia coli (CFU),8600,=
214727,HB11,2019/10/01 00:00:00+00,Escherichia coli (CFU),4100,=
214778,HB11,2019/09/03 00:00:00+00,Escherichia coli (CFU),510,=
214870,HB11,2019/11/05 00:00:00+00,Escherichia coli (CFU),2300,=
215032,HB11,2020/08/04 00:00:00+00,Escherichia coli (CFU),380,=
215111,HB11,2020/07/07 00:00:00+00,Escherichia coli (CFU),130,=
215136,HB11,2021/07/06 00:00:00+00,Escherichia coli (CFU),5000,>
215179,HB11,2019/07/02 00:00:00+00,Escherichia coli (CFU),68,=
215488,HB11,2021/09/07 00:00:00+00,Escherichia coli (CFU),200,>
215502,HB11,2021/10/12 09:24:00+00,Escherichia coli (CFU),100000,>
215708,HB11,2023/08/01 00:00:00+00,Escherichia coli (CFU),20700,=
216153,HB11,2022/09/06 00:00:00+00,Escherichia coli (CFU),9800,=
216212,HB11,2022/10/04 00:00:00+00,Escherichia coli (CFU),722,=
216463,HB11,2022/08/02 00:00:00+00,Escherichia coli (CFU),100,=
216473,HB11,2023/07/04 00:00:00+00,Escherichia coli (CFU),26,=
216520,HB11,2023/10/03 00:00:00+00,Escherichia coli (CFU),28,=
