"site_order","site_description","site_id","category","coastline","long","lat","active","site_id-2","sample_date","sample_time","analysis_completed","sample_temp_c","censored_value","numeric_value","filename","lab_code","monitoring_group"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2024-10-23","11:20:00","2024-10-25","7.2","9","9","2024-10-23_WALAB_Atlantic_HB.pdf","WLAB","daily"
"75","Green Point Pump Station","CN05","Coastal Monitoring Point","Atlantic","18.39882","-33.900318","True","CN05","2024-10-23","10:05:00","2024-10-25","7.2","5","5","2024-10-23_WALAB_Atlantic_HB.pdf","WLAB","daily"
"68","Strand Lifesaving Club","XCS26","Recreational Node","False Bay","18.81753333","-34.10616667","True","XCS26","2024-10-22",NULL,"2024-10-24","9.7","6","6","2024-10-22 Strand WALAB.pdf","WLAB","daily"
"67","Strand Pipe Surfing","XCS34","Recreational Node","False Bay","18.81328622","-34.10333837","True","XCS34","2024-10-22",NULL,"2024-10-24","9.7","39","39","2024-10-22 Strand WALAB.pdf","WLAB","daily"
"75","Green Point Pump Station","CN05","Coastal Monitoring Point","Atlantic","18.39882","-33.900318","True","CN05","2024-10-22","11:34:00","2024-10-24","6.5","ND","0","2024-10-22_WALAB_Atlantic.pdf","WLAB","daily"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2024-10-22","11:14:00","2024-10-24","6.5","12","12","2024-10-22_WALAB_Atlantic.pdf","WLAB","daily"
"24","Camps Bay Central","CN41","Recreational Node","Atlantic","18.37711225","-33.95092422","True","CN41","2024-10-22","11:01:00","2024-10-24","6.5","ND","0","2024-10-22_WALAB_Atlantic.pdf","WLAB","daily"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2024-10-22","10:58:00","2024-10-24","6.5","1","1","2024-10-22_WALAB_Atlantic.pdf","WLAB","daily"
"68","Strand Lifesaving Club","XCS26","Recreational Node","False Bay","18.81753333","-34.10616667","True","XCS26","2024-10-21",NULL,"2024-10-23","9.2","3","3","2024-10-21 Strand WALAB.pdf","WLAB","daily"
"67","Strand Pipe Surfing","XCS34","Recreational Node","False Bay","18.81328622","-34.10333837","True","XCS34","2024-10-21",NULL,"2024-10-23","9.2","52","52","2024-10-21 Strand WALAB.pdf","WLAB","daily"
"75","Green Point Pump Station","CN05","Coastal Monitoring Point","Atlantic","18.39882","-33.900318","True","CN05","2024-10-21","14:00:00","2024-10-24","4.8","2","2","2024-10-21_WALAB_Atlantic.pdf","WLAB","daily"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2024-10-21","13:35:00","2024-10-24","4.8","42","42","2024-10-21_WALAB_Atlantic.pdf","WLAB","daily"
"24","Camps Bay Central","CN41","Recreational Node","Atlantic","18.37711225","-33.95092422","True","CN41","2024-10-21","13:20:00","2024-10-24","4.8","3","3","2024-10-21_WALAB_Atlantic.pdf","WLAB","daily"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2024-10-21","13:15:00","2024-10-24","4.8","2","2","2024-10-21_WALAB_Atlantic.pdf","WLAB","daily"
"68","Strand Lifesaving Club","XCS26","Recreational Node","False Bay","18.81753333","-34.10616667","True","XCS26","2024-10-18",NULL,"2024-10-20","8.6","6","6","2024-10-18 Strand WALAB.pdf","WLAB","daily"
"67","Strand Pipe Surfing","XCS34","Recreational Node","False Bay","18.81328622","-34.10333837","True","XCS34","2024-10-18",NULL,"2024-10-20","8.6","10","10","2024-10-18 Strand WALAB.pdf","WLAB","daily"
"75","Green Point Pump Station","CN05","Coastal Monitoring Point","Atlantic","18.39882","-33.900318","True","CN05","2024-10-18","10:55:00","2024-10-21","5.4","ND","0","2024-10-18_WALAB_Atlantic.pdf","WLAB","daily"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2024-10-18","10:30:00","2024-10-21","5.4","2","2","2024-10-18_WALAB_Atlantic.pdf","WLAB","daily"
"24","Camps Bay Central","CN41","Recreational Node","Atlantic","18.37711225","-33.95092422","True","CN41","2024-10-18","10:15:00","2024-10-21","5.4","1","1","2024-10-18_WALAB_Atlantic.pdf","WLAB","daily"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2024-10-18","10:10:00","2024-10-21","5.4","ND","0","2024-10-18_WALAB_Atlantic.pdf","WLAB","daily"
"68","Strand Lifesaving Club","XCS26","Recreational Node","False Bay","18.81753333","-34.10616667","True","XCS26","2024-10-17",NULL,"2024-10-19","7","80","80","2024-10-17 Strand WALAB.pdf","WLAB","daily"
"67","Strand Pipe Surfing","XCS34","Recreational Node","False Bay","18.81328622","-34.10333837","True","XCS34","2024-10-17",NULL,"2024-10-19","7","120","120","2024-10-17 Strand WALAB.pdf","WLAB","daily"
"75","Green Point Pump Station","CN05","Coastal Monitoring Point","Atlantic","18.39882","-33.900318","True","CN05","2024-10-17","11:58:00","2024-10-20","7.1","ND","0","2024-10-17_WALAB_Atlantic.pdf","WLAB","daily"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2024-10-17","11:38:00","2024-10-20","7.1","147","147","2024-10-17_WALAB_Atlantic.pdf","WLAB","daily"
"24","Camps Bay Central","CN41","Recreational Node","Atlantic","18.37711225","-33.95092422","True","CN41","2024-10-17","11:27:00","2024-10-20","7.1","4","4","2024-10-17_WALAB_Atlantic.pdf","WLAB","daily"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2024-10-17","11:24:00","2024-10-20","7.1","17","17","2024-10-17_WALAB_Atlantic.pdf","WLAB","daily"
"68","Strand Lifesaving Club","XCS26","Recreational Node","False Bay","18.81753333","-34.10616667","True","XCS26","2024-10-16",NULL,"2024-10-18","8.9","2","2","2024-10-16 Strand WALAB.pdf","WLAB","daily"
"67","Strand Pipe Surfing","XCS34","Recreational Node","False Bay","18.81328622","-34.10333837","True","XCS34","2024-10-16",NULL,"2024-10-18","8.9","1","1","2024-10-16 Strand WALAB.pdf","WLAB","daily"
"75","Green Point Pump Station","CN05","Coastal Monitoring Point","Atlantic","18.39882","-33.900318","True","CN05","2024-10-16","11:15:00","2024-10-19","6.9","1","1","2024-10-16_WALAB_Atlantic.pdf","WLAB","daily"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2024-10-16","10:50:00","2024-10-19","6.9","2","2","2024-10-16_WALAB_Atlantic.pdf","WLAB","daily"
"24","Camps Bay Central","CN41","Recreational Node","Atlantic","18.37711225","-33.95092422","True","CN41","2024-10-16","10:35:00","2024-10-19","6.9","3","3","2024-10-16_WALAB_Atlantic.pdf","WLAB","daily"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2024-10-16","10:30:00","2024-10-19","6.9","1","1","2024-10-16_WALAB_Atlantic.pdf","WLAB","daily"
"68","Strand Lifesaving Club","XCS26","Recreational Node","False Bay","18.81753333","-34.10616667","True","XCS26","2024-10-15",NULL,"2024-10-17","9.2","71","71","2024-10-15 Strand WALAB.pdf","WLAB","daily"
"67","Strand Pipe Surfing","XCS34","Recreational Node","False Bay","18.81328622","-34.10333837","True","XCS34","2024-10-15",NULL,"2024-10-17","9.2","65","65","2024-10-15 Strand WALAB.pdf","WLAB","daily"
"75","Green Point Pump Station","CN05","Coastal Monitoring Point","Atlantic","18.39882","-33.900318","True","CN05","2024-10-15","11:19:00","2024-10-17","8","4","4","2024-10-15_WALAB_Atlantic.pdf","WLAB","daily"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2024-10-15","10:25:00","2024-10-17","8","5","5","2024-10-15_WALAB_Atlantic.pdf","WLAB","daily"
"24","Camps Bay Central","CN41","Recreational Node","Atlantic","18.37711225","-33.95092422","True","CN41","2024-10-15","10:14:00","2024-10-17","8","9","9","2024-10-15_WALAB_Atlantic.pdf","WLAB","daily"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2024-10-15","10:02:00","2024-10-17","8","3","3","2024-10-15_WALAB_Atlantic.pdf","WLAB","daily"
"68","Strand Lifesaving Club","XCS26","Recreational Node","False Bay","18.81753333","-34.10616667","True","XCS26","2024-10-14",NULL,"2024-10-16","6","4","4","2024-10-14 Strand WALAB.pdf","WLAB","daily"
"67","Strand Pipe Surfing","XCS34","Recreational Node","False Bay","18.81328622","-34.10333837","True","XCS34","2024-10-14",NULL,"2024-10-16","6","9","9","2024-10-14 Strand WALAB.pdf","WLAB","daily"
"75","Green Point Pump Station","CN05","Coastal Monitoring Point","Atlantic","18.39882","-33.900318","True","CN05","2024-10-14","12:57:00","2024-10-17","7.2","4","4","2024-10-14_WALAB_Atlantic.pdf","WLAB","daily"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2024-10-14","12:34:00","2024-10-17","7.2","2","2","2024-10-14_WALAB_Atlantic.pdf","WLAB","daily"
"24","Camps Bay Central","CN41","Recreational Node","Atlantic","18.37711225","-33.95092422","True","CN41","2024-10-14","12:22:00","2024-10-17","7.2","1","1","2024-10-14_WALAB_Atlantic.pdf","WLAB","daily"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2024-10-14","12:19:00","2024-10-17","7.2","20","20","2024-10-14_WALAB_Atlantic.pdf","WLAB","daily"
"68","Strand Lifesaving Club","XCS26","Recreational Node","False Bay","18.81753333","-34.10616667","True","XCS26","2024-10-11",NULL,"2024-10-13","9","12","12","2024-10-11 Strand WALAB.pdf","WLAB","daily"
"67","Strand Pipe Surfing","XCS34","Recreational Node","False Bay","18.81328622","-34.10333837","True","XCS34","2024-10-11",NULL,"2024-10-13","9","90","90","2024-10-11 Strand WALAB.pdf","WLAB","daily"
"75","Green Point Pump Station","CN05","Coastal Monitoring Point","Atlantic","18.39882","-33.900318","True","CN05","2024-10-11","12:00:00","2024-10-13","9","ND","0","2024-10-11_WALAB_Atlantic.pdf","WLAB","daily"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2024-10-11","11:39:00","2024-10-13","9","7","7","2024-10-11_WALAB_Atlantic.pdf","WLAB","daily"
"24","Camps Bay Central","CN41","Recreational Node","Atlantic","18.37711225","-33.95092422","True","CN41","2024-10-11","11:26:00","2024-10-13","9","3","3","2024-10-11_WALAB_Atlantic.pdf","WLAB","daily"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2024-10-11","11:16:00","2024-10-13","9","14","14","2024-10-11_WALAB_Atlantic.pdf","WLAB","daily"
"68","Strand Lifesaving Club","XCS26","Recreational Node","False Bay","18.81753333","-34.10616667","True","XCS26","2024-10-10",NULL,"2024-10-12","9.4","47","47","2024-10-10 Strand WALAB.pdf","WLAB","daily"
"67","Strand Pipe Surfing","XCS34","Recreational Node","False Bay","18.81328622","-34.10333837","True","XCS34","2024-10-10",NULL,"2024-10-12","9.4","216","216","2024-10-10 Strand WALAB.pdf","WLAB","daily"
"75","Green Point Pump Station","CN05","Coastal Monitoring Point","Atlantic","18.39882","-33.900318","True","CN05","2024-10-10","11:30:00","2024-10-13","8.5","1","1","2024-10-10_WALAB_Atlantic.pdf","WLAB","daily"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2024-10-10","10:50:00","2024-10-13","8.5","4","4","2024-10-10_WALAB_Atlantic.pdf","WLAB","daily"
"24","Camps Bay Central","CN41","Recreational Node","Atlantic","18.37711225","-33.95092422","True","CN41","2024-10-10","10:40:00","2024-10-13","8.5","3","3","2024-10-10_WALAB_Atlantic.pdf","WLAB","daily"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2024-10-10","10:30:00","2024-10-13","8.5","3","3","2024-10-10_WALAB_Atlantic.pdf","WLAB","daily"
"68","Strand Lifesaving Club","XCS26","Recreational Node","False Bay","18.81753333","-34.10616667","True","XCS26","2024-10-09",NULL,"2024-10-11","10.1","17","17","2024-10-09 Strand WALAB.pdf","WLAB","daily"
"67","Strand Pipe Surfing","XCS34","Recreational Node","False Bay","18.81328622","-34.10333837","True","XCS34","2024-10-09",NULL,"2024-10-11","10.1","142","142","2024-10-09 Strand WALAB.pdf","WLAB","daily"
"75","Green Point Pump Station","CN05","Coastal Monitoring Point","Atlantic","18.39882","-33.900318","True","CN05","2024-10-09","11:36:00","2024-10-11","10.3","3","3","2024-10-09_WALAB_Atlantic.pdf","WLAB","daily"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2024-10-09","11:13:00","2024-10-11","10.3","43","43","2024-10-09_WALAB_Atlantic.pdf","WLAB","daily"
"24","Camps Bay Central","CN41","Recreational Node","Atlantic","18.37711225","-33.95092422","True","CN41","2024-10-09","11:05:00","2024-10-11","10.3","16","16","2024-10-09_WALAB_Atlantic.pdf","WLAB","daily"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2024-10-09","11:00:00","2024-10-11","10.3","18","18","2024-10-09_WALAB_Atlantic.pdf","WLAB","daily"
"68","Strand Lifesaving Club","XCS26","Recreational Node","False Bay","18.81753333","-34.10616667","True","XCS26","2024-10-08",NULL,"2024-10-10","10.6","7","7","2024-10-08 Strand WALAB.pdf","WLAB","daily"
"67","Strand Pipe Surfing","XCS34","Recreational Node","False Bay","18.81328622","-34.10333837","True","XCS34","2024-10-08",NULL,"2024-10-10","10.6","83","83","2024-10-08 Strand WALAB.pdf","WLAB","daily"
"75","Green Point Pump Station","CN05","Coastal Monitoring Point","Atlantic","18.39882","-33.900318","True","CN05","2024-10-08","13:20:00","2024-10-10","10.5","1","1","2024-10-08_WALAB_Atlantic.pdf","WLAB","daily"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2024-10-08","12:55:00","2024-10-10","10.5","3","3","2024-10-08_WALAB_Atlantic.pdf","WLAB","daily"
"24","Camps Bay Central","CN41","Recreational Node","Atlantic","18.37711225","-33.95092422","True","CN41","2024-10-08","12:40:00","2024-10-10","10.5","6","6","2024-10-08_WALAB_Atlantic.pdf","WLAB","daily"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2024-10-08","12:30:00","2024-10-10","10.5","8","8","2024-10-08_WALAB_Atlantic.pdf","WLAB","daily"
"68","Strand Lifesaving Club","XCS26","Recreational Node","False Bay","18.81753333","-34.10616667","True","XCS26","2024-10-07",NULL,"2024-10-09","11","136","136","2024-10-07 Strand WALAB.pdf","WLAB","daily"
"67","Strand Pipe Surfing","XCS34","Recreational Node","False Bay","18.81328622","-34.10333837","True","XCS34","2024-10-07",NULL,"2024-10-09","11","105","105","2024-10-07 Strand WALAB.pdf","WLAB","daily"
"75","Green Point Pump Station","CN05","Coastal Monitoring Point","Atlantic","18.39882","-33.900318","True","CN05","2024-10-07","14:15:00","2024-10-09","8.9","2","2","2024-10-07_WALAB_Atlantic.pdf","WLAB","daily"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2024-10-07","13:45:00","2024-10-09","8.9","2","2","2024-10-07_WALAB_Atlantic.pdf","WLAB","daily"
"24","Camps Bay Central","CN41","Recreational Node","Atlantic","18.37711225","-33.95092422","True","CN41","2024-10-07","13:35:00","2024-10-09","8.9","3","3","2024-10-07_WALAB_Atlantic.pdf","WLAB","daily"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2024-10-07","13:30:00","2024-10-09","8.9","34","34","2024-10-07_WALAB_Atlantic.pdf","WLAB","daily"
"68","Strand Lifesaving Club","XCS26","Recreational Node","False Bay","18.81753333","-34.10616667","True","XCS26","2024-10-04",NULL,"2024-10-06","9.2","28","28","2024-10-04 Strand WALAB.pdf","WLAB","daily"
"67","Strand Pipe Surfing","XCS34","Recreational Node","False Bay","18.81328622","-34.10333837","True","XCS34","2024-10-04",NULL,"2024-10-06","9.2","30","30","2024-10-04 Strand WALAB.pdf","WLAB","daily"
"9","Mouille Point Beach","CN04","Recreational Node","Atlantic","18.40758333","-33.89918333","True","CN04","2024-10-04","12:50:00",NULL,NULL,"141","141",NULL,"SABS","daily"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2024-10-04","12:26:00",NULL,NULL,"ND","0",NULL,"SABS","daily"
"24","Camps Bay Central","CN41","Recreational Node","Atlantic","18.37711225","-33.95092422","True","CN41","2024-10-04","12:20:00",NULL,NULL,"ND","0",NULL,"SABS","daily"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2024-10-04","12:13:00",NULL,NULL,"1","1",NULL,"SABS","daily"
"68","Strand Lifesaving Club","XCS26","Recreational Node","False Bay","18.81753333","-34.10616667","True","XCS26","2024-10-03",NULL,"2024-10-05","10.7","53","53","2024-10-03 Strand WALAB.pdf","WLAB","daily"
"67","Strand Pipe Surfing","XCS34","Recreational Node","False Bay","18.81328622","-34.10333837","True","XCS34","2024-10-03",NULL,"2024-10-05","10.7","70","70","2024-10-03 Strand WALAB.pdf","WLAB","daily"
"9","Mouille Point Beach","CN04","Recreational Node","Atlantic","18.40758333","-33.89918333","True","CN04","2024-10-03","13:37:00",NULL,NULL,"ND","0",NULL,"SABS","daily"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2024-10-03","13:15:00",NULL,NULL,"1","1",NULL,"SABS","daily"
"24","Camps Bay Central","CN41","Recreational Node","Atlantic","18.37711225","-33.95092422","True","CN41","2024-10-03","13:00:00",NULL,NULL,"8","8",NULL,"SABS","daily"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2024-10-03","12:45:00",NULL,NULL,"1","1",NULL,"SABS","daily"
"68","Strand Lifesaving Club","XCS26","Recreational Node","False Bay","18.81753333","-34.10616667","True","XCS26","2024-10-02",NULL,"2024-10-04","6.2","170","170","2024-10-02 Strand WALAB.pdf","WLAB","daily"
"67","Strand Pipe Surfing","XCS34","Recreational Node","False Bay","18.81328622","-34.10333837","True","XCS34","2024-10-02",NULL,"2024-10-04","6.2","187","187","2024-10-02 Strand WALAB.pdf","WLAB","daily"
"68","Strand Lifesaving Club","XCS26","Recreational Node","False Bay","18.81753333","-34.10616667","True","XCS26","2024-10-01",NULL,"2024-10-03","6.7","140","140","2024-10-01 Strand WALAB.pdf","WLAB","daily"
"67","Strand Pipe Surfing","XCS34","Recreational Node","False Bay","18.81328622","-34.10333837","True","XCS34","2024-10-01",NULL,"2024-10-03","6.7","131","131","2024-10-01 Strand WALAB.pdf","WLAB","daily"
"68","Strand Lifesaving Club","XCS26","Recreational Node","False Bay","18.81753333","-34.10616667","True","XCS26","2024-09-30",NULL,"2024-10-02","5.1","320","320","2024-09-30 Strand WALAB.pdf","WLAB","daily"
"67","Strand Pipe Surfing","XCS34","Recreational Node","False Bay","18.81328622","-34.10333837","True","XCS34","2024-09-30",NULL,"2024-10-02","5.1","660","660","2024-09-30 Strand WALAB.pdf","WLAB","daily"
"9","Mouille Point Beach","CN04","Recreational Node","Atlantic","18.40758333","-33.89918333","True","CN04","2024-09-30","12:10:00",NULL,NULL,"47","47",NULL,"SABS","daily"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2024-09-30","11:47:00",NULL,NULL,"ND","0",NULL,"SABS","daily"
"24","Camps Bay Central","CN41","Recreational Node","Atlantic","18.37711225","-33.95092422","True","CN41","2024-09-30","11:38:00",NULL,NULL,"ND","0",NULL,"SABS","daily"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2024-09-30","11:34:00",NULL,NULL,"ND","0",NULL,"SABS","daily"
"68","Strand Lifesaving Club","XCS26","Recreational Node","False Bay","18.81753333","-34.10616667","True","XCS26","2024-09-27",NULL,"2024-09-29","5.5","19","19","2024-09-27 Strand WALAB.pdf","WLAB","daily"
"67","Strand Pipe Surfing","XCS34","Recreational Node","False Bay","18.81328622","-34.10333837","True","XCS34","2024-09-27",NULL,"2024-09-29","5.5","67","67","2024-09-27 Strand WALAB.pdf","WLAB","daily"
"9","Mouille Point Beach","CN04","Recreational Node","Atlantic","18.40758333","-33.89918333","True","CN04","2024-09-27","11:05:00",NULL,NULL,">150","450",NULL,"SABS","daily"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2024-09-27","10:45:00",NULL,NULL,"ND","0",NULL,"SABS","daily"
"24","Camps Bay Central","CN41","Recreational Node","Atlantic","18.37711225","-33.95092422","True","CN41","2024-09-27","10:20:00",NULL,NULL,"ND","0",NULL,"SABS","daily"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2024-09-27","10:15:00",NULL,NULL,"2","2",NULL,"SABS","daily"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2024-09-27","07:44:00",NULL,NULL,"ND","0",NULL,"SABS","daily"
"68","Strand Lifesaving Club","XCS26","Recreational Node","False Bay","18.81753333","-34.10616667","True","XCS26","2024-09-26",NULL,"2024-09-28","8.4","31","31","2024-09-26 Strand WALAB.pdf","WLAB","daily"
"67","Strand Pipe Surfing","XCS34","Recreational Node","False Bay","18.81328622","-34.10333837","True","XCS34","2024-09-26",NULL,"2024-09-28","8.4","49","49","2024-09-26 Strand WALAB.pdf","WLAB","daily"
"9","Mouille Point Beach","CN04","Recreational Node","Atlantic","18.40758333","-33.89918333","True","CN04","2024-09-26","10:48:00",NULL,NULL,"64","64",NULL,"SABS","daily"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2024-09-26","10:24:00",NULL,NULL,"1","1",NULL,"SABS","daily"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2024-09-26","10:18:00",NULL,NULL,"3","3",NULL,"SABS","daily"
"24","Camps Bay Central","CN41","Recreational Node","Atlantic","18.37711225","-33.95092422","True","CN41","2024-09-26","10:12:00",NULL,NULL,"2","2",NULL,"SABS","daily"
"68","Strand Lifesaving Club","XCS26","Recreational Node","False Bay","18.81753333","-34.10616667","True","XCS26","2024-09-25",NULL,"2024-09-27","4.9","26","26","2024-09-25 Strand WALAB.pdf","WLAB","daily"
"67","Strand Pipe Surfing","XCS34","Recreational Node","False Bay","18.81328622","-34.10333837","True","XCS34","2024-09-25",NULL,"2024-09-27","4.9","40","40","2024-09-25 Strand WALAB.pdf","WLAB","daily"
"68","Strand Lifesaving Club","XCS26","Recreational Node","False Bay","18.81753333","-34.10616667","True","XCS26","2024-09-23",NULL,"2024-09-25","7.6","3","3","2024-09-23 Strand WALAB.pdf","WLAB","daily"
"67","Strand Pipe Surfing","XCS34","Recreational Node","False Bay","18.81328622","-34.10333837","True","XCS34","2024-09-23",NULL,"2024-09-25","7.6","17","17","2024-09-23 Strand WALAB.pdf","WLAB","daily"
"24","Camps Bay Central","CN41","Recreational Node","Atlantic","18.37711225","-33.95092422","True","CN41","2024-09-23","11:45:00",NULL,NULL,"ND","0",NULL,"SABS","daily"
"9","Mouille Point Beach","CN04","Recreational Node","Atlantic","18.40758333","-33.89918333","True","CN04","2024-09-23","11:30:00",NULL,NULL,"97","97",NULL,"SABS","daily"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2024-09-23","11:00:00",NULL,NULL,"ND","0",NULL,"SABS","daily"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2024-09-23","10:30:00",NULL,NULL,"38","38",NULL,"SABS","daily"
"9","Mouille Point Beach","CN04","Recreational Node","Atlantic","18.40758333","-33.89918333","True","CN04","2024-09-20",NULL,NULL,NULL,"ND","0",NULL,"SABS","daily"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2024-09-20",NULL,NULL,NULL,"ND","0",NULL,"SABS","daily"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2024-09-20",NULL,NULL,NULL,"ND","0",NULL,"SABS","daily"
"24","Camps Bay Central","CN41","Recreational Node","Atlantic","18.37711225","-33.95092422","True","CN41","2024-09-20",NULL,NULL,NULL,"ND","0",NULL,"SABS","daily"
"9","Mouille Point Beach","CN04","Recreational Node","Atlantic","18.40758333","-33.89918333","True","CN04","2024-09-19",NULL,NULL,NULL,"ND","0",NULL,"SABS","daily"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2024-09-19",NULL,NULL,NULL,"ND","0",NULL,"SABS","daily"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2024-09-19",NULL,NULL,NULL,"ND","0",NULL,"SABS","daily"
"24","Camps Bay Central","CN41","Recreational Node","Atlantic","18.37711225","-33.95092422","True","CN41","2024-09-19",NULL,NULL,NULL,"ND","0",NULL,"SABS","daily"
"9","Mouille Point Beach","CN04","Recreational Node","Atlantic","18.40758333","-33.89918333","True","CN04","2024-09-17","12:30:00",NULL,NULL,"65","65",NULL,"SABS","daily"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2024-09-17","12:05:00",NULL,NULL,"9","9",NULL,"SABS","daily"
"24","Camps Bay Central","CN41","Recreational Node","Atlantic","18.37711225","-33.95092422","True","CN41","2024-09-17","11:50:00",NULL,NULL,"5","5",NULL,"SABS","daily"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2024-09-17","11:45:00",NULL,NULL,"ND","0",NULL,"SABS","daily"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2024-09-17","08:45:00",NULL,NULL,"12","12",NULL,"SABS","daily"
"9","Mouille Point Beach","CN04","Recreational Node","Atlantic","18.40758333","-33.89918333","True","CN04","2024-09-16","12:55:00",NULL,NULL,"ND","0",NULL,"SABS","daily"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2024-09-16","12:35:00",NULL,NULL,"ND","0",NULL,"SABS","daily"
"24","Camps Bay Central","CN41","Recreational Node","Atlantic","18.37711225","-33.95092422","True","CN41","2024-09-16","11:45:00",NULL,NULL,"ND","0",NULL,"SABS","daily"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2024-09-16","11:30:00",NULL,NULL,"ND","0",NULL,"SABS","daily"
"9","Mouille Point Beach","CN04","Recreational Node","Atlantic","18.40758333","-33.89918333","True","CN04","2024-09-13","11:45:00",NULL,NULL,"ND","0",NULL,"SABS","daily"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2024-09-13","11:00:00",NULL,NULL,"ND","0",NULL,"SABS","daily"
"24","Camps Bay Central","CN41","Recreational Node","Atlantic","18.37711225","-33.95092422","True","CN41","2024-09-13","10:50:00",NULL,NULL,"ND","0",NULL,"SABS","daily"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2024-09-13","10:45:00",NULL,NULL,"ND","0",NULL,"SABS","daily"
"9","Mouille Point Beach","CN04","Recreational Node","Atlantic","18.40758333","-33.89918333","True","CN04","2024-09-12","11:00:00",NULL,NULL,"ND","0",NULL,"SABS","daily"
