enterococci_cfu_per_100ml,site_id,sample_time,sample_date,analysis_completed,sample_temp_c,filename
1,ICS15,12:08:00,2024-11-06,2024-11-08,6,2024-11-06_WALAB_Atlantic.pdf
1,ICS12,11:22:00,2024-11-07,2024-11-09,6.7,2024-11-07_WALAB_Atlantic.pdf
ND,ICS10,11:29:00,2024-11-07,2024-11-09,6.7,2024-11-07_WALAB_Atlantic.pdf
ND,CN31,11:33:00,2024-11-07,2024-11-09,6.7,2024-11-07_WALAB_Atlantic.pdf
ND,ICS15,09:53:00,2024-11-07,2024-11-09,6.7,2024-11-07_WALAB_Atlantic.pdf
7,HB13,10:37:00,2024-11-07,2024-11-09,6.7,2024-11-07_WALAB_Atlantic.pdf
13,XCN10,10:48:00,2024-11-07,2024-11-09,6.7,2024-11-07_WALAB_Atlantic.pdf
ND,ICS12,10:47:00,2024-11-08,2024-11-10,6.2,2024-11-08_WALAB_Atlantic.pdf
ND,ICS10,10:44:00,2024-11-08,2024-11-10,6.2,2024-11-08_WALAB_Atlantic.pdf
4,CN31,11:01:00,2024-11-08,2024-11-10,6.2,2024-11-08_WALAB_Atlantic.pdf
ND,ICS15,11:24:00,2024-11-08,2024-11-10,6.2,2024-11-08_WALAB_Atlantic.pdf
20,HB13,10:37:00,2024-11-08,2024-11-10,6.2,2024-11-08_WALAB_Atlantic.pdf
9,XCN10,10:48:00,2024-11-08,2024-11-10,6.2,2024-11-08_WALAB_Atlantic.pdf
35,ICS12,09:36:00,2024-11-11,2024-11-13,6.3,2024-11-11_WALAB_Atlantic.pdf
2,ICS10,09:40:00,2024-11-11,2024-11-13,6.3,2024-11-11_WALAB_Atlantic.pdf
3,CN31,10:00:00,2024-11-11,2024-11-13,6.3,2024-11-11_WALAB_Atlantic.pdf
1,ICS15,10:20:00,2024-11-11,2024-11-13,6.3,2024-11-11_WALAB_Atlantic.pdf
29,HB13,09:17:00,2024-11-11,2024-11-13,6.3,2024-11-11_WALAB_Atlantic.pdf
4,XCN10,09:07:00,2024-11-11,2024-11-13,6.3,2024-11-11_WALAB_Atlantic.pdf
2,ICS12,09:09:00,2024-11-12,2024-11-14,8.5,2024-11-12_WALAB_Atlantic.pdf
3,ICS10,09:20:00,2024-11-12,2024-11-14,8.5,2024-11-12_WALAB_Atlantic.pdf
1,CN31,09:31:00,2024-11-12,2024-11-14,8.5,2024-11-12_WALAB_Atlantic.pdf
ND,ICS15,10:27:00,2024-11-12,2024-11-14,8.5,2024-11-12_WALAB_Atlantic.pdf
24,HB13,08:21:00,2024-11-12,2024-11-14,8.5,2024-11-12_WALAB_Atlantic.pdf
16,XCN10,08:11:00,2024-11-12,2024-11-14,8.5,2024-11-12_WALAB_Atlantic.pdf
2,ICS12,09:39:00,2024-11-13,2024-11-15,8,2024-11-13_WALAB_Atlantic.pdf
1,ICS10,09:36:00,2024-11-13,2024-11-15,8,2024-11-13_WALAB_Atlantic.pdf
39,CN31,09:53:00,2024-11-13,2024-11-15,8,2024-11-13_WALAB_Atlantic.pdf
73,ICS15,10:15:00,2024-11-13,2024-11-15,8,2024-11-13_WALAB_Atlantic.pdf
15,HB13,09:08:00,2024-11-13,2024-11-15,8,2024-11-13_WALAB_Atlantic.pdf
2,XCN10,08:59:00,2024-11-13,2024-11-15,8,2024-11-13_WALAB_Atlantic.pdf
ND,ICS12,09:21:00,2024-11-14,2024-11-16,4.8,2024-11-14_WALAB_Atlantic.pdf
1,ICS10,09:17:00,2024-11-14,2024-11-16,4.8,2024-11-14_WALAB_Atlantic.pdf
ND,CN31,10:31:00,2024-11-14,2024-11-16,4.8,2024-11-14_WALAB_Atlantic.pdf
9,ICS15,10:56:00,2024-11-14,2024-11-16,4.8,2024-11-14_WALAB_Atlantic.pdf
4,HB13,09:50:00,2024-11-14,2024-11-16,4.8,2024-11-14_WALAB_Atlantic.pdf
56,XCN10,09:40:00,2024-11-14,2024-11-16,4.8,2024-11-14_WALAB_Atlantic.pdf
1,ICS12,12:30:00,2024-11-15,2024-11-17,3.5,2024-11-15_WALAB_Atlantic.pdf
3,ICS10,12:34:00,2024-11-15,2024-11-17,3.5,2024-11-15_WALAB_Atlantic.pdf
3,CN31,12:50:00,2024-11-15,2024-11-17,3.5,2024-11-15_WALAB_Atlantic.pdf
7,ICS15,13:15:00,2024-11-15,2024-11-17,3.5,2024-11-15_WALAB_Atlantic.pdf
6,HB13,11:52:00,2024-11-15,2024-11-17,3.5,2024-11-15_WALAB_Atlantic.pdf
48,XCN10,11:41:00,2024-11-15,2024-11-17,3.5,2024-11-15_WALAB_Atlantic.pdf
ND,ICS12,10:15:00,2024-11-18,2024-11-20,6.4,2024-11-18_WALAB_Atlantic.pdf
ND,ICS10,10:20:00,2024-11-18,2024-11-20,6.4,2024-11-18_WALAB_Atlantic.pdf
2,CN31,10:05:00,2024-11-18,2024-11-20,6.4,2024-11-18_WALAB_Atlantic.pdf
ND,ICS15,09:40:00,2024-11-18,2024-11-20,6.4,2024-11-18_WALAB_Atlantic.pdf
8,HB13,10:55:00,2024-11-18,2024-11-20,6.4,2024-11-18_WALAB_Atlantic.pdf
19,XCN10,11:05:00,2024-11-18,2024-11-20,6.4,2024-11-18_WALAB_Atlantic.pdf
6,ICS12,12:20:00,2024-11-19,2024-11-21,6.8,2024-11-19_WALAB_Atlantic.pdf
1,ICS10,12:25:00,2024-11-19,2024-11-21,6.8,2024-11-19_WALAB_Atlantic.pdf
ND,CN31,12:44:00,2024-11-19,2024-11-21,6.8,2024-11-19_WALAB_Atlantic.pdf
ND,ICS15,13:17:00,2024-11-19,2024-11-21,6.8,2024-11-19_WALAB_Atlantic.pdf
12,HB13,11:56:00,2024-11-19,2024-11-21,6.8,2024-11-19_WALAB_Atlantic.pdf
16,XCN10,11:25:00,2024-11-19,2024-11-21,6.8,2024-11-19_WALAB_Atlantic.pdf
2,ICS12,10:48:00,2024-11-20,2024-11-22,6.5,2024-11-20_WALAB_Atlantic.pdf
ND,ICS10,10:53:00,2024-11-20,2024-11-22,6.5,2024-11-20_WALAB_Atlantic.pdf
ND,CN31,11:13:00,2024-11-20,2024-11-22,6.5,2024-11-20_WALAB_Atlantic.pdf
4,ICS15,11:42:00,2024-11-20,2024-11-22,6.5,2024-11-20_WALAB_Atlantic.pdf
26,HB13,10:16:00,2024-11-20,2024-11-22,6.5,2024-11-20_WALAB_Atlantic.pdf
17,XCN10,10:03:00,2024-11-20,2024-11-22,6.5,2024-11-20_WALAB_Atlantic.pdf
3,ICS12,11:35:00,2024-11-21,2024-11-23,6,2024-11-21_WALAB_Atlantic.pdf
ND,ICS10,11:39:00,2024-11-21,2024-11-23,6,2024-11-21_WALAB_Atlantic.pdf
2,CN31,11:51:00,2024-11-21,2024-11-23,6,2024-11-21_WALAB_Atlantic.pdf
ND,ICS15,12:13:00,2024-11-21,2024-11-23,6,2024-11-21_WALAB_Atlantic.pdf
6,HB13,11:07:00,2024-11-21,2024-11-23,6,2024-11-21_WALAB_Atlantic.pdf
13,XCN10,10:54:00,2024-11-21,2024-11-23,6,2024-11-21_WALAB_Atlantic.pdf
1,ICS12,10:50:00,2024-11-22,2024-11-24,2.9,2024-11-22_WALAB_Atlantic.pdf
ND,ICS10,10:54:00,2024-11-22,2024-11-24,2.9,2024-11-22_WALAB_Atlantic.pdf
3,CN31,11:12:00,2024-11-22,2024-11-24,2.9,2024-11-22_WALAB_Atlantic.pdf
116,ICS15,11:35:00,2024-11-22,2024-11-24,2.9,2024-11-22_WALAB_Atlantic.pdf
9,HB13,10:22:00,2024-11-22,2024-11-24,2.9,2024-11-22_WALAB_Atlantic.pdf
4,XCN10,10:10:00,2024-11-22,2024-11-24,2.9,2024-11-22_WALAB_Atlantic.pdf
ND,ICS12,10:45:00,2024-11-25,2024-11-27,9,2024-11-25_WALAB_Atlantic.pdf
ND,ICS10,10:49:00,2024-11-25,2024-11-27,9,2024-11-25_WALAB_Atlantic.pdf
3,CN31,11:01:00,2024-11-25,2024-11-27,9,2024-11-25_WALAB_Atlantic.pdf
171,XCN10,09:55:00,2024-11-25,2024-11-27,9,2024-11-25_WALAB_Atlantic.pdf
19,ICS12,10:39:00,2024-11-26,2024-11-28,7.1,2024-11-26_WALAB_Atlantic.pdf
13,ICS10,10:36:00,2024-11-26,2024-11-28,7.1,2024-11-26_WALAB_Atlantic.pdf
55,CN31,10:58:00,2024-11-26,2024-11-28,7.1,2024-11-26_WALAB_Atlantic.pdf
3,ICS12,12:38:00,2024-11-27,2024-11-29,9.2,2024-11-27_WALAB_Atlantic.pdf
6,ICS10,12:35:00,2024-11-27,2024-11-29,9.2,2024-11-27_WALAB_Atlantic.pdf
9,CN31,12:50:00,2024-11-27,2024-11-29,9.2,2024-11-27_WALAB_Atlantic.pdf
1,ICS12,10:17:00,2024-11-28,2024-11-30,11.8,2024-11-28_WALAB_Atlantic.pdf
4,ICS10,10:15:00,2024-11-28,2024-11-30,11.8,2024-11-28_WALAB_Atlantic.pdf
42,CN31,10:30:00,2024-11-28,2024-11-30,11.8,2024-11-28_WALAB_Atlantic.pdf
ND,ICS12,10:28:00,2024-11-29,2024-12-01,6,2024-11-29_WALAB_Atlantic.pdf
1,ICS10,10:24:00,2024-11-29,2024-12-01,6,2024-11-29_WALAB_Atlantic.pdf
38,CN31,10:44:00,2024-11-29,2024-12-01,6,2024-11-29_WALAB_Atlantic.pdf
ND,ICS12,10:55:00,2024-12-02,2024-12-04,10.5,2024-12-02_WALAB_Atlantic.pdf
ND,ICS10,10:52:00,2024-12-02,2024-12-04,10.5,2024-12-02_WALAB_Atlantic.pdf
1,CN31,11:05:00,2024-12-02,2024-12-04,10.5,2024-12-02_WALAB_Atlantic.pdf
2,XCN10,13:25:00,2024-12-02,2024-12-04,10.5,2024-12-02_WALAB_Atlantic.pdf
7,CN09,14:00:00,2024-12-02,2024-12-04,10.5,2024-12-02_WALAB_Atlantic.pdf
3,ICS12,11:05:00,2024-12-03,2024-12-05,10.6,2024-12-03_WALAB_Atlantic.pdf
1,ICS10,11:02:00,2024-12-03,2024-12-05,10.6,2024-12-03_WALAB_Atlantic.pdf
4,CN31,11:22:00,2024-12-03,2024-12-05,10.6,2024-12-03_WALAB_Atlantic.pdf
ND,ICS12,11:41:00,2024-12-04,2024-12-06,10.6,2024-12-04_WALAB_Atlantic.pdf
1,ICS10,11:39:00,2024-12-04,2024-12-06,10.6,2024-12-04_WALAB_Atlantic.pdf
ND,CN31,11:55:00,2024-12-04,2024-12-06,10.6,2024-12-04_WALAB_Atlantic.pdf
12,ICS12,10:49:00,2024-12-05,2024-12-07,8.4,2024-12-05_WALAB_Atlantic.pdf
8,ICS10,10:45:00,2024-12-05,2024-12-07,8.4,2024-12-05_WALAB_Atlantic.pdf
19,CN31,11:03:00,2024-12-05,2024-12-07,8.4,2024-12-05_WALAB_Atlantic.pdf
39,ICS12,10:02:00,2024-12-06,2024-12-08,5,2024-12-06_WALAB_Atlantic.pdf
21,ICS10,09:59:00,2024-12-06,2024-12-08,5,2024-12-06_WALAB_Atlantic.pdf
52,CN31,10:12:00,2024-12-06,2024-12-08,5,2024-12-06_WALAB_Atlantic.pdf
36,ICS12,10:28:00,2024-12-09,2024-12-11,7,2024-12-09_WALAB_Atlantic.pdf
12,ICS10,10:25:00,2024-12-09,2024-12-11,7,2024-12-09_WALAB_Atlantic.pdf
18,CN31,10:44:00,2024-12-09,2024-12-11,7,2024-12-09_WALAB_Atlantic.pdf
14,ICS12,09:35:00,2024-12-10,2024-12-12,10,2024-12-10_WALAB_Atlantic.pdf
5,ICS10,09:31:00,2024-12-10,2024-12-12,10,2024-12-10_WALAB_Atlantic.pdf
9,CN31,09:46:00,2024-12-10,2024-12-12,10,2024-12-10_WALAB_Atlantic.pdf
12,ICS12,08:45:00,2024-12-12,2024-12-14,13,2024-12-12_WALAB_Atlantic.pdf
7,ICS10,08:42:00,2024-12-12,2024-12-14,13,2024-12-12_WALAB_Atlantic.pdf
6,CN31,08:56:00,2024-12-12,2024-12-14,13,2024-12-12_WALAB_Atlantic.pdf
3,ICS12,10:19:00,2024-12-13,2024-12-15,9.6,2024-12-13_WALAB_Atlantic.pdf
1,ICS10,10:15:00,2024-12-13,2024-12-15,9.6,2024-12-13_WALAB_Atlantic.pdf
4,CN31,10:28:00,2024-12-13,2024-12-15,9.6,2024-12-13_WALAB_Atlantic.pdf
ND,ICS12,09:56:00,2024-12-17,2024-12-19,7.6,2024-12-17_WALAB_Atlantic.pdf
ND,ICS10,09:53:00,2024-12-17,2024-12-19,7.6,2024-12-17_WALAB_Atlantic.pdf
2,CN31,10:06:00,2024-12-17,2024-12-19,7.6,2024-12-17_WALAB_Atlantic.pdf
4,ICS12,10:21:00,2024-12-19,2024-12-21,9.5,2024-12-19_WALAB_Atlantic.pdf
2,ICS10,10:19:00,2024-12-19,2024-12-21,9.5,2024-12-19_WALAB_Atlantic.pdf
1,CN31,10:31:00,2024-12-19,2024-12-21,9.5,2024-12-19_WALAB_Atlantic.pdf
2,ICS12,09:05:00,2024-12-20,2024-12-22,9.5,2024-12-20_WALAB_Atlantic.pdf
1,ICS10,09:10:00,2024-12-20,2024-12-22,9.5,2024-12-20_WALAB_Atlantic.pdf
1,CN31,09:30:00,2024-12-20,2024-12-22,9.5,2024-12-20_WALAB_Atlantic.pdf
37,ICS12,08:40:00,2024-12-24,2024-12-26,11,2024-12-24_WALAB_Atlantic.pdf
9,ICS10,08:45:00,2024-12-24,2024-12-26,11,2024-12-24_WALAB_Atlantic.pdf
